"vessel_name","MMSI","Flag","flag_ais","imo","vessel_class_cat","vessel_class_confidence","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","dak_general","dak_fishing","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","percent_ais_voyage","vv_url"
"GOBER TERCERO","224013270","ESP","ESP","8733598","fishing","high","fishing","trawlers","MRT","CANSADO",2025-02-05 19:50:29,4,2025-02-07 16:59:53,4,1.9,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9a14ae05e-ea59-e046-aa06-068534b976aa?&start=2025-02-03&end=2025-02-09"")"
"FU YUAN YU NO.7858","412440796","CHN","CHN",NA,"fishing","high","fishing","drifting_longlines","SEN","DAKAR",2024-10-15 14:45:28,4,2025-01-22 12:01:11,4,98.9,"DAKAR",TRUE,TRUE,TRUE,2227.31,NA,TRUE,"ACAP, IWC, ICCAT",FALSE,NA,TRUE,20,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2b3348d71-138e-ea60-d691-2e3e560e68d5?&start=2024-10-13&end=2025-01-24"")"
"SHENG HAI 3 HAO","412201826","CHN","CHN",NA,"fishing","med","fishing","inconclusive","GIN","CONAKRY",2025-01-03 11:37:12,4,2025-01-11 05:27:21,4,7.7,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,20.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5a8ffeb8a-a740-d004-d8f3-a32e48a7dcb7?&start=2025-01-01&end=2025-01-13"")"
"ALFONSO RIERA CUARTO","224026860","ESP","ESP",NA,"fishing","high","fishing","trawlers","MRT","CANSADO",2025-01-31 07:51:53,4,2025-02-02 00:31:52,4,1.7,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a054330ca-a2bd-7d39-14d8-3f381abda295?&start=2025-01-29&end=2025-02-04"")"
"YANGMING8006","412209198","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-03-12 19:31:21,4,2025-03-27 01:50:01,4,14.3,"DAKAR",FALSE,TRUE,TRUE,5414.52500000001,"SEN, GNB",FALSE,"ACAP, NAMMCO, SRFC, ICCAT, IWC",FALSE,NA,TRUE,14,93.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/053be272f-f82e-093f-d86c-862ba01b963d?&start=2025-03-10&end=2025-03-29"")"
"HAI FENG 823","412660240","CHN","CHN","8863496","carrier","high","carrier","carrier","GNB","BISSAU",2025-01-05 07:21:12,4,2025-01-06 14:39:21,4,1.3,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d9b062f9d-de93-3a60-dd7c-87572c21a53b?&start=2025-01-03&end=2025-01-08"")"
"COTE D IVOIRIAN STAR","636014241","LBR","LBR","9172478","carrier","low","carrier","carrier","CIV","ABIDJAN",2025-02-20 18:37:33,4,2025-02-23 19:25:05,4,3,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,86.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c24029a18-8c22-ebb8-d92d-02fc96ad2d26?&start=2025-02-18&end=2025-02-25"")"
"CAMEROUN EXPRESS","563229800","SGP","SGP","9983865","carrier","low","other","other","CIV","ABIDJAN",2025-03-11 08:18:33,4,2025-03-14 06:21:49,4,2.9,"DAKAR",TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7bf03aa76-6d87-6b95-cc07-490ae627673d?&start=2025-03-09&end=2025-03-16"")"
"MIN LONG YU61146","412444322","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-01-05 08:54:36,4,2025-01-06 14:40:40,4,1.2,"DAKAR",FALSE,TRUE,TRUE,12.9916666666667,"SEN",FALSE,"ACAP, SRFC, ICCAT, IWC, NAMMCO",FALSE,NA,FALSE,NA,93.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3d85e312f-f420-4646-1a9a-f1c99f636999?&start=2025-01-03&end=2025-01-08"")"
"YI FENG 30","412209128","CHN","CHN",NA,"fishing","high","fishing","fishing","GNB","BISSAU",2025-02-13 19:14:33,4,2025-03-06 16:59:09,4,20.9,"DAKAR",FALSE,TRUE,TRUE,7640.54861111108,"GNB, SEN",FALSE,"SRFC, IWC, NAMMCO, ACAP, ICCAT",FALSE,NA,TRUE,10,89,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/950337f10-0b9d-d461-c26c-1f50ba61d104?&start=2025-02-11&end=2025-03-08"")"
"YIFENG29","412209127","CHN","CHN",NA,"fishing","low","seismic_vessel","seismic_vessel","GNB","BISSAU",2025-02-13 21:38:40,4,2025-02-28 17:03:23,4,14.8,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,14,76.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/785354964-45b4-f8c5-b095-0f9384dec366?&start=2025-02-11&end=2025-03-02"")"
"YUAN YU 888","412549333","CHN","CHN",NA,"fishing","high","fishing","fishing","GNB","BISSAU",2025-01-18 10:17:58,4,2025-01-19 23:18:48,4,1.5,"DAKAR",TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c1ebdd558-817b-0238-4f46-822ca7584214?&start=2025-01-16&end=2025-01-21"")"
"YIFENG21","412209011","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-02-14 03:46:01,4,2025-02-28 15:46:32,4,14.5,"DAKAR",TRUE,TRUE,TRUE,197.493055555555,"GNB, SEN",FALSE,"ACAP, IWC, NAMMCO, SRFC, ICCAT",FALSE,NA,TRUE,20,21.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c168bbf49-9c02-8ea2-724f-1f17ea5b988d?&start=2025-02-12&end=2025-03-02"")"
"HAIXIN24","412201867","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-02-26 09:05:34,4,2025-02-27 06:32:58,4,0.9,"DAKAR",FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,4.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/649fbfa0c-c22b-397c-19b9-34de539b3def?&start=2025-02-24&end=2025-03-01"")"
"GUOJIN908","412549197","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-07 20:50:59,4,2025-03-28 20:37:47,4,21,"DAKAR",FALSE,TRUE,TRUE,6112.32499999999,"SEN",FALSE,"SRFC, NAMMCO, IWC, ICCAT, ACAP",TRUE,4,TRUE,10,99.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2025-03-05&end=2025-03-30"")"
"YIFENG7","412200996","CHN","CHN",NA,"fishing","med","fishing","trawlers","GNB","BISSAU",2025-02-13 23:25:41,4,2025-03-06 15:32:33,4,20.7,"DAKAR",FALSE,TRUE,TRUE,1812.95277777778,"GNB, SEN",FALSE,"SRFC, ACAP, NAMMCO, IWC, ICCAT",FALSE,NA,TRUE,30,38.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e0d511224-49a9-8047-a2ed-4fc1d0aaf626?&start=2025-02-11&end=2025-03-08"")"
"STAR FIRST","311000876","BHS","BHS","9330056","carrier","low","other","other","BEL","ANTWERP",2025-02-07 22:03:54,4,2025-02-14 19:12:27,4,6.9,"DAKAR",TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1f2830fdf-fd8c-099e-c5e3-c9f9c4a16f76?&start=2025-02-05&end=2025-02-16"")"
"DIMITRIOS I","629009092","GMB","GMB","8675899","fishing","high","fishing","trawlers","GMB","BANJUL",2025-02-21 19:06:01,4,2025-03-06 07:18:06,4,12.5,"DAKAR",TRUE,TRUE,TRUE,2764.34166666667,"GMB",FALSE,"IWC, SRFC, ACAP, ICCAT, NAMMCO",FALSE,NA,FALSE,NA,99.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f581b4c7a-a4e9-81b0-dd1f-add5a6830a79?&start=2025-02-19&end=2025-03-08"")"
"COSTA DE  HUELVA","224854000","ESP","ESP","9379820","fishing","high","fishing","trawlers","GNB","BISSAU",2025-01-31 21:17:04,4,2025-03-12 14:49:54,4,39.7,"DAKAR",TRUE,TRUE,TRUE,8513.60833333333,"GNB",FALSE,"ICCAT, SRFC, ACAP, NAMMCO, IWC",FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1e31d7cd6-6c64-7b64-d9fd-71ea2e122789?&start=2025-01-29&end=2025-03-14"")"
"YIFENG28","412209126","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-23 03:49:38,4,2025-03-31 21:44:38,4,8.7,"DAKAR",FALSE,FALSE,TRUE,927.845833333333,"GNB, SEN",FALSE,"SRFC, IWC, ICCAT, ACAP, NAMMCO",FALSE,NA,TRUE,12,70.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e37cb040b-bbe1-3f3c-c4fc-69d978402d3f?&start=2025-03-21&end=2025-04-02"")"
"CAMEROUN EXPRESS","563229800","SGP","SGP","9983865","carrier","low","other","other","CIV","ABIDJAN",2025-02-11 06:51:21,4,2025-02-14 09:37:24,4,3.1,"DAKAR",TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7bf03aa76-6d87-6b95-cc07-490ae627673d?&start=2025-02-09&end=2025-02-16"")"
"LAGOON PHOENIX","311001255","BHS","BHS","9047245","carrier","high","carrier","carrier","BEL","ANTWERP",2025-01-16 20:11:20,4,2025-01-23 12:25:07,4,6.7,"DAKAR",TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6948f9885-5162-d797-1c55-33552340b9f1?&start=2025-01-14&end=2025-01-25"")"
