vessel_name,MMSI,Flag,flag_ais,imo,vessel_class_cat,vessel_class_confidence,vessel_class,vessel_type,previous_port_country,previous_port,trip_start,trip_start_confidence,trip_end,trip_end_confidence,trip_duration_days,end_port,dak_general,dak_fishing,fishing,fishing_hours,fishing_eez,fishing_hs,fishing_rfmos,encounter,num_encounters,loitering,num_loitering,percent_ais_voyage,vv_url
RIODOMAR CUARTO,224009000,ESP,ESP,9317626,fishing,high,fishing,trawlers,MRT,CANSADO,13/02/2025 20:17,4,15/02/2025 21:42,4,2,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/f98e773d9-9f32-9ebb-15d9-21c905db40b0?&start=2025-02-11&end=2025-02-17
MENGXIN2O,412209169,CHN,CHN,NA,fishing,high,fishing,trawlers,GIN,CONAKRY,06/01/2025 20:15,4,08/01/2025 22:19,4,2.1,DAKAR,TRUE,TRUE,TRUE,16.8625,SEN,FALSE,"ICCAT, IWC, SRFC, ACAP, NAMMCO",FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/39a2ea836-6df8-0b65-f4f1-4edefca267d2?&start=2025-01-04&end=2025-01-10
YI FENG 26,412209123,CHN,CHN,NA,fishing,med,fishing,trawlers,GNB,BISSAU,13/02/2025 22:00,4,02/03/2025 15:03,4,16.7,DAKAR,TRUE,TRUE,TRUE,6256.066667,"SEN, GNB",FALSE,"SRFC, IWC, ICCAT, ACAP, NAMMCO",FALSE,NA,TRUE,22,85.6,https://globalfishingwatch.org/map/vessel/a41428649-904a-9c5a-8352-36c736c97746?&start=2025-02-11&end=2025-03-04
EIGHTEEN,629009118,GMB,GMB,NA,fishing,low,fishing,trawlers,SEN,DAKAR,16/03/2025 01:07,4,17/03/2025 06:56,4,1.2,DAKAR,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/f578a4c52-2123-4510-d4bd-f4fd62fed9a8?&start=2025-03-14&end=2025-03-19
TWENTY,629009232,GMB,GMB,NA,fishing,high,fishing,trawlers,SEN,DAKAR,12/02/2025 16:54,4,06/03/2025 10:53,4,21.7,DAKAR,TRUE,TRUE,TRUE,1252.05,GMB,FALSE,"ICCAT, ACAP, IWC, NAMMCO, SRFC",FALSE,NA,TRUE,22,36.7,https://globalfishingwatch.org/map/vessel/8c09eec53-39ac-c718-0fa8-4952d9a38c75?&start=2025-02-10&end=2025-03-08
FU YUAN YU 7853,412440815,CHN,CHN,9928308,fishing,high,fishing,drifting_longlines,SEN,DAKAR,09/01/2025 01:30,4,22/01/2025 12:03,4,13.4,DAKAR,FALSE,TRUE,TRUE,78.34916667,SEN,TRUE,"IWC, SRFC, ACAP, ICCAT, NAMMCO",FALSE,NA,TRUE,4,99.4,https://globalfishingwatch.org/map/vessel/c4bb871d9-954d-b6f4-14aa-375e0b9f95a6?&start=2025-01-07&end=2025-01-24
YANGMING8007,412209199,CHN,CHN,NA,fishing,high,fishing,trawlers,GNB,BISSAU,30/12/2024 23:23,4,01/01/2025 00:42,4,1,DAKAR,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,https://globalfishingwatch.org/map/vessel/5eea628de-e233-1308-4ee1-9fcc3ceff90c?&start=2024-12-28&end=2025-01-03
MX22,412209172,CHN,CHN,NA,fishing,high,fishing,trawlers,GIN,CONAKRY,06/01/2025 07:08,3,06/01/2025 11:24,3,0.2,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,20,https://globalfishingwatch.org/map/vessel/418ae526a-a5fb-1f28-144b-9b5554251700?&start=2025-01-04&end=2025-01-08
MENGXIN24,412209175,CHN,CHN,NA,fishing,high,fishing,trawlers,GIN,CONAKRY,09/01/2025 13:04,4,10/01/2025 10:10,4,0.9,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,95.5,https://globalfishingwatch.org/map/vessel/9436efe9d-d36d-c20a-4381-b2f8c878b515?&start=2025-01-07&end=2025-01-12
YIFENG29,412209127,CHN,CHN,NA,fishing,low,fishing,trawlers,SEN,DAKAR,05/03/2025 07:31,4,18/03/2025 14:21,4,13.3,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,24,52.2,https://globalfishingwatch.org/map/vessel/785354964-45b4-f8c5-b095-0f9384dec366?&start=2025-03-03&end=2025-03-20
YANGMING8001,412209195,CHN,CHN,NA,fishing,high,fishing,trawlers,GNB,BISSAU,12/03/2025 22:40,4,25/03/2025 18:21,4,12.8,DAKAR,TRUE,TRUE,TRUE,3526.261111,"GNB, SEN",FALSE,"IWC, NAMMCO, SRFC, ACAP, ICCAT",FALSE,NA,TRUE,10,62.1,https://globalfishingwatch.org/map/vessel/2e5f4ad48-88f3-9803-7051-7a03e4d7c782?&start=2025-03-10&end=2025-03-27
YANGMIN8002,412209196,CHN,CHN,NA,fishing,high,fishing,trawlers,GNB,BISSAU,24/12/2024 23:14,4,01/01/2025 07:20,4,7.3,DAKAR,TRUE,TRUE,TRUE,1613.841667,"SEN, GNB",FALSE,"ACAP, NAMMCO, IWC, SRFC, ICCAT",FALSE,NA,FALSE,NA,NA,https://globalfishingwatch.org/map/vessel/f23a6145b-bb7f-8e7e-5c7e-61a9e335f577?&start=2024-12-22&end=2025-01-03
MENG XIN21,412209171,CHN,CHN,NA,fishing,med,fishing,trawlers,GIN,CONAKRY,31/12/2024 19:03,4,03/01/2025 11:06,4,2.7,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,https://globalfishingwatch.org/map/vessel/49c3327bb-b074-999f-27a8-13501eeff271?&start=2024-12-29&end=2025-01-05
FU YUAN YU 7856,412440841,CHN,CHN,9940277,fishing,high,fishing,drifting_longlines,SEN,DAKAR,10/08/2024 23:44,4,26/03/2025 14:51,4,227.6,DAKAR,TRUE,TRUE,TRUE,9246.306389,SEN,TRUE,"IWC, ICCAT, ACAP, NAMMCO, SRFC",TRUE,28,TRUE,34,NA,https://globalfishingwatch.org/map/vessel/cb0516612-2ad9-bf4f-1a2b-f0aec3d58bbb?&start=2024-08-08&end=2025-03-28
YUAN YU 893,412549344,CHN,CHN,NA,fishing,high,fishing,trawlers,GNB,BISSAU,18/01/2025 10:36,4,19/01/2025 22:30,4,1.5,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/aaa2c3a5d-dd80-77bc-de4b-930c0899155d?&start=2025-01-16&end=2025-01-21
TIANG EI HU,412209083,CHN,CHN,NA,fishing,high,fishing,trawlers,SEN,DAKAR,14/02/2025 22:43,4,07/03/2025 22:26,4,21,DAKAR,TRUE,TRUE,TRUE,427.9347222,"SEN, GNB",FALSE,"NAMMCO, IWC, ICCAT, ACAP, SRFC",FALSE,NA,TRUE,22,20.2,https://globalfishingwatch.org/map/vessel/364511e7e-ec82-68e9-2702-2ec05725207d?&start=2025-02-12&end=2025-03-09
CURBEIRO,224106000,ESP,ESP,9194191,fishing,high,fishing,trawlers,GNB,BISSAU,11/03/2025 18:20,4,20/03/2025 05:30,4,8.5,DAKAR,TRUE,FALSE,TRUE,3583.331944,"GNB, SEN",FALSE,"ICCAT, ACAP, SRFC, NAMMCO, IWC",FALSE,NA,TRUE,2,100,https://globalfishingwatch.org/map/vessel/abfdf22f1-145b-2a91-3e6b-7acb899cd1d7?&start=2025-03-09&end=2025-03-22
SHENGHAI15,412549334,CHN,CHN,NA,fishing,high,fishing,trawlers,GIN,CONAKRY,30/12/2024 19:01,4,01/01/2025 12:42,4,1.7,DAKAR,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,https://globalfishingwatch.org/map/vessel/8a0f1d4df-f0cc-05da-7fe8-32262420c15e?&start=2024-12-28&end=2025-01-03
ZHONGYUE89,412549153,CHN,CHN,NA,fishing,high,fishing,unknown,SEN,DAKAR,17/12/2024 20:33,4,01/01/2025 17:13,4,14.8,DAKAR,TRUE,TRUE,TRUE,441.4041667,SEN,FALSE,"NAMMCO, SRFC, ICCAT, IWC, ACAP",FALSE,NA,TRUE,12,NA,https://globalfishingwatch.org/map/vessel/0289c4b7d-d25b-7ee4-40c8-99c438a1bdb7?&start=2024-12-15&end=2025-01-03
YUAN YU 889,412549339,CHN,CHN,NA,fishing,med,fishing,unknown,GNB,BISSAU,25/01/2025 17:06,4,27/01/2025 05:29,4,1.5,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/9e5ea0842-22f4-9786-fc52-b4e2516b2683?&start=2025-01-23&end=2025-01-29
HAI FENG 823,412660240,CHN,CHN,8863496,carrier,high,carrier,carrier,GNB,BISSAU,15/03/2025 23:34,4,17/03/2025 11:28,4,1.5,DAKAR,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/d9b062f9d-de93-3a60-dd7c-87572c21a53b?&start=2025-03-13&end=2025-03-19
IRIS,629009068,GMB,GMB,8303288,fishing,high,fishing,trawlers,GMB,BANJUL,20/01/2025 11:05,4,20/01/2025 19:56,4,0.3,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/8b7e94ff6-6fe5-0434-4c10-8f915e9f4a36?&start=2025-01-18&end=2025-01-22
EIGHTEEN,629009118,GMB,GMB,NA,fishing,low,fishing,trawlers,SEN,DAKAR,10/12/2024 01:17,4,23/01/2025 10:21,4,44.4,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,40,NA,https://globalfishingwatch.org/map/vessel/f578a4c52-2123-4510-d4bd-f4fd62fed9a8?&start=2024-12-08&end=2025-01-25
YIFENG22,412209012,CHN,CHN,NA,fishing,high,fishing,trawlers,SEN,DAKAR,04/03/2025 19:46,4,19/03/2025 05:14,4,14.4,DAKAR,TRUE,TRUE,TRUE,2554.6875,"SEN, GNB",FALSE,"SRFC, ACAP, IWC, ICCAT, NAMMCO",FALSE,NA,TRUE,22,56.2,https://globalfishingwatch.org/map/vessel/bc8cca775-5e31-b2ca-e5b7-7a66811a7955?&start=2025-03-02&end=2025-03-21
YUEN HORNG NO.2,416358000,TWN,TWN,NA,fishing,high,fishing,drifting_longlines,CPV,MINDELO,18/09/2024 16:40,4,08/01/2025 14:36,4,111.9,DAKAR,TRUE,FALSE,TRUE,6449.489167,SEN,TRUE,"ACAP, SRFC, IWC, NAMMCO, ICCAT",TRUE,12,TRUE,12,NA,https://globalfishingwatch.org/map/vessel/fbc26dee8-87b8-57be-fd3d-ca73da6e212f?&start=2024-09-16&end=2025-01-10
GOBER TERCERO,224013270,ESP,ESP,8733598,fishing,high,fishing,trawlers,MRT,CANSADO,05/02/2025 19:50,4,07/02/2025 16:59,4,1.9,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/9a14ae05e-ea59-e046-aa06-068534b976aa?&start=2025-02-03&end=2025-02-09
FU YUAN YU NO.7858,412440796,CHN,CHN,NA,fishing,high,fishing,drifting_longlines,SEN,DAKAR,15/10/2024 14:45,4,22/01/2025 12:01,4,98.9,DAKAR,TRUE,TRUE,TRUE,2227.31,NA,TRUE,"ACAP, IWC, ICCAT",FALSE,NA,TRUE,20,NA,https://globalfishingwatch.org/map/vessel/2b3348d71-138e-ea60-d691-2e3e560e68d5?&start=2024-10-13&end=2025-01-24
SHENG HAI 3,412201826,CHN,CHN,NA,fishing,med,fishing,unknown,GIN,CONAKRY,03/01/2025 11:37,4,11/01/2025 05:27,4,7.7,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,20.3,https://globalfishingwatch.org/map/vessel/5a8ffeb8a-a740-d004-d8f3-a32e48a7dcb7?&start=2025-01-01&end=2025-01-13
ALFONSO RIERA CUARTO,224026860,ESP,ESP,NA,fishing,high,fishing,trawlers,MRT,CANSADO,31/01/2025 07:51,4,02/02/2025 00:31,4,1.7,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/a054330ca-a2bd-7d39-14d8-3f381abda295?&start=2025-01-29&end=2025-02-04
YANGMING8006,412209198,CHN,CHN,NA,fishing,high,fishing,trawlers,GNB,BISSAU,12/03/2025 19:31,4,27/03/2025 01:50,4,14.3,DAKAR,FALSE,TRUE,TRUE,5414.525,"SEN, GNB",FALSE,"ACAP, NAMMCO, SRFC, ICCAT, IWC",FALSE,NA,TRUE,14,93.9,https://globalfishingwatch.org/map/vessel/053be272f-f82e-093f-d86c-862ba01b963d?&start=2025-03-10&end=2025-03-29
HAI FENG 823,412660240,CHN,CHN,8863496,carrier,high,carrier,carrier,GNB,BISSAU,05/01/2025 07:21,4,06/01/2025 14:39,4,1.3,DAKAR,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/d9b062f9d-de93-3a60-dd7c-87572c21a53b?&start=2025-01-03&end=2025-01-08
MIN LONG YU61146,412444322,CHN,CHN,NA,fishing,high,fishing,trawlers,GNB,BISSAU,05/01/2025 08:54,4,06/01/2025 14:40,4,1.2,DAKAR,FALSE,TRUE,TRUE,12.99166667,SEN,FALSE,"ACAP, SRFC, ICCAT, IWC, NAMMCO",FALSE,NA,FALSE,NA,93.5,https://globalfishingwatch.org/map/vessel/3d85e312f-f420-4646-1a9a-f1c99f636999?&start=2025-01-03&end=2025-01-08
YI FENG 30,412209128,CHN,CHN,NA,fishing,high,fishing,trawlers,GNB,BISSAU,13/02/2025 19:14,4,06/03/2025 16:59,4,20.9,DAKAR,FALSE,TRUE,TRUE,7640.548611,"GNB, SEN",FALSE,"SRFC, IWC, NAMMCO, ACAP, ICCAT",FALSE,NA,TRUE,10,89,https://globalfishingwatch.org/map/vessel/950337f10-0b9d-d461-c26c-1f50ba61d104?&start=2025-02-11&end=2025-03-08
YIFENG29,412209127,CHN,CHN,NA,fishing,low,fishing,trawlers,GNB,BISSAU,13/02/2025 21:38,4,28/02/2025 17:03,4,14.8,DAKAR,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,14,76.2,https://globalfishingwatch.org/map/vessel/785354964-45b4-f8c5-b095-0f9384dec366?&start=2025-02-11&end=2025-03-02
YUAN YU 888,412549333,CHN,CHN,NA,fishing,high,fishing,unknown,GNB,BISSAU,18/01/2025 10:17,4,19/01/2025 23:18,4,1.5,DAKAR,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/c1ebdd558-817b-0238-4f46-822ca7584214?&start=2025-01-16&end=2025-01-21
YIFENG21,412209011,CHN,CHN,NA,fishing,high,fishing,trawlers,GNB,BISSAU,14/02/2025 03:46,4,28/02/2025 15:46,4,14.5,DAKAR,TRUE,TRUE,TRUE,197.4930556,"GNB, SEN",FALSE,"ACAP, IWC, NAMMCO, SRFC, ICCAT",FALSE,NA,TRUE,20,21.8,https://globalfishingwatch.org/map/vessel/c168bbf49-9c02-8ea2-724f-1f17ea5b988d?&start=2025-02-12&end=2025-03-02
HAIXIN24,412201867,CHN,CHN,NA,fishing,high,fishing,trawlers,SEN,DAKAR,26/02/2025 09:05,4,27/02/2025 06:32,4,0.9,DAKAR,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,4.5,https://globalfishingwatch.org/map/vessel/649fbfa0c-c22b-397c-19b9-34de539b3def?&start=2025-02-24&end=2025-03-01
GUOJIN908,412549197,CHN,CHN,NA,fishing,high,fishing,trawlers,SEN,DAKAR,07/03/2025 20:50,4,28/03/2025 20:37,4,21,DAKAR,FALSE,TRUE,TRUE,6112.325,SEN,FALSE,"SRFC, NAMMCO, IWC, ICCAT, ACAP",TRUE,4,TRUE,10,99.4,https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2025-03-05&end=2025-03-30
YIFENG7,412200996,CHN,CHN,NA,fishing,med,fishing,trawlers,GNB,BISSAU,13/02/2025 23:25,4,06/03/2025 15:32,4,20.7,DAKAR,FALSE,TRUE,TRUE,1812.952778,"GNB, SEN",FALSE,"SRFC, ACAP, NAMMCO, IWC, ICCAT",FALSE,NA,TRUE,30,38.4,https://globalfishingwatch.org/map/vessel/e0d511224-49a9-8047-a2ed-4fc1d0aaf626?&start=2025-02-11&end=2025-03-08
DIMITRIOS I,629009092,GMB,GMB,8675899,fishing,high,fishing,trawlers,GMB,BANJUL,21/02/2025 19:06,4,06/03/2025 07:18,4,12.5,DAKAR,TRUE,TRUE,TRUE,2764.341667,GMB,FALSE,"IWC, SRFC, ACAP, ICCAT, NAMMCO",FALSE,NA,FALSE,NA,99.7,https://globalfishingwatch.org/map/vessel/f581b4c7a-a4e9-81b0-dd1f-add5a6830a79?&start=2025-02-19&end=2025-03-08
COSTA DE  HUELVA,224854000,ESP,ESP,9379820,fishing,high,fishing,trawlers,GNB,BISSAU,31/01/2025 21:17,4,12/03/2025 14:49,4,39.7,DAKAR,TRUE,TRUE,TRUE,8513.608333,GNB,FALSE,"ICCAT, SRFC, ACAP, NAMMCO, IWC",FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/1e31d7cd6-6c64-7b64-d9fd-71ea2e122789?&start=2025-01-29&end=2025-03-14
YIFENG28,412209126,CHN,CHN,NA,fishing,high,fishing,trawlers,SEN,DAKAR,23/03/2025 03:49,4,31/03/2025 21:44,4,8.7,DAKAR,FALSE,FALSE,TRUE,927.8458333,"GNB, SEN",FALSE,"SRFC, IWC, ICCAT, ACAP, NAMMCO",FALSE,NA,TRUE,12,70.1,https://globalfishingwatch.org/map/vessel/e37cb040b-bbe1-3f3c-c4fc-69d978402d3f?&start=2025-03-21&end=2025-04-02
LAGOON PHOENIX,311001255,BHS,BHS,9047245,carrier,high,carrier,carrier,BEL,ANTWERP,16/01/2025 20:11,4,23/01/2025 12:25,4,6.7,DAKAR,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/6948f9885-5162-d797-1c55-33552340b9f1?&start=2025-01-14&end=2025-01-25
ARTIKE,306881000,CUW,CUW,9808120,Fishing,high,support,purse_seine_support,CIV,ABIDJAN,08/03/2025 08:02,4,20/03/2025 11:00,4,12,DAKAR,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,0,FALSE,0,75,https://globalfishingwatch.org/map/fishing-activity/default-public/vessel/e00d865a1-148f-fb0e-8283-dc436a245c07?dvIn[0][id]=vessel-f5d810a8d-d406-64e0-fc57-8f2edbc0894c&dvIn[0][dvId]=fishing-map-vessel-track-v-3&dvIn[0][cfg][track]=~1&dvIn[0][cfg][info]=public-global-vessel-identity%3Av3.0&dvIn[0][cfg][events][0]=~3&dvIn[0][cfg][events][1]=~4&dvIn[0][cfg][events][2]=~5&dvIn[0][cfg][events][3]=~6&dvIn[0][cfg][events][4]=~7&dvIn[0][cfg][rVIs][0]=4aded3646-6cca-21b6-0fb4-0ce4c5bb205e&dvIn[0][cfg][clr]=%23C0CA33&dvIn[0][cfg][vis]=false&dvIn[0][dT]=false&dvIn[1][id]=vessel-fc43f9c7d-d52f-c9cd-5e98-eb87949975ef&dvIn[1][dvId]=fishing-map-vessel-track-v-3&dvIn[1][cfg][track]=~1&dvIn[1][cfg][info]=public-global-vessel-identity%3Av3.0&dvIn[1][cfg][events][0]=~3&dvIn[1][cfg][events][1]=~4&dvIn[1][cfg][events][2]=~5&dvIn[1][cfg][events][3]=~6&dvIn[1][cfg][events][4]=~7&dvIn[1][cfg][rVIs][0]=8f642a43d-db7a-7752-1ee6-0dd88181e3ce&dvIn[1][cfg][clr]=%23AD1457&dvIn[1][cfg][vis]=false&dvIn[1][dT]=false&dvIn[2][id]=vessel-ddede9953-3f41-0464-60f7-dd305ee6621a&dvIn[2][dvId]=fishing-map-vessel-track-v-3&dvIn[2][cfg][track]=~1&dvIn[2][cfg][info]=public-global-vessel-identity%3Av3.0&dvIn[2][cfg][events][0]=~3&dvIn[2][cfg][events][1]=~4&dvIn[2][cfg][events][2]=~5&dvIn[2][cfg][events][3]=~6&dvIn[2][cfg][events][4]=~7&dvIn[2][cfg][clr]=%230B8043&dvIn[2][cfg][vis]=false&dvIn[2][dT]=false&dvIn[3][id]=ais&dvIn[3][cfg][vis]=false&dvIn[4][id]=vms&dvIn[4][cfg][vis]=false&dvIn[5][id]=vessel-e00d865a1-148f-fb0e-8283-dc436a245c07&dvIn[5][dvId]=fishing-map-vessel-track-v-3&dvIn[5][cfg][track]=~1&dvIn[5][cfg][info]=public-global-vessel-identity%3Av3.0&dvIn[5][cfg][events][0]=~3&dvIn[5][cfg][events][1]=~4&dvIn[5][cfg][events][2]=~5&dvIn[5][cfg][events][3]=~6&dvIn[5][cfg][events][4]=~7&dvIn[5][cfg][rVIs][0]=29bc1f17b-b8e1-50c3-188a-6693eca4962c&dvIn[5][cfg][rVIs][1]=a0d692079-96b2-ddb4-33d6-f2c5295ef880&dvIn[5][cfg][rVIs][2]=8c50507c7-72a4-a21c-47d6-be18ae232d6e&dvIn[5][cfg][clr]=%23F4511F&dvIn[5][cfg][vis]=true&dvIn[5][dT]=false&dvIn[6][id]=basemap&dvIn[6][cfg][basemap]=satellite&dvIn[7][id]=vessel-b152ee36c-cb5d-3713-f603-92f016be5a68&dvIn[7][dvId]=fishing-map-vessel-track-v-3&dvIn[7][cfg][track]=~1&dvIn[7][cfg][info]=public-global-vessel-identity%3Av3.0&dvIn[7][cfg][events][0]=~3&dvIn[7][cfg][events][1]=~4&dvIn[7][cfg][events][2]=~5&dvIn[7][cfg][events][3]=~6&dvIn[7][cfg][events][4]=~7&dvIn[7][cfg][clr]=%23F09300&dvIn[7][cfg][vis]=false&dvIn[7][dT]=false&dvIn[8][id]=vessel-dda161ab9-947a-0fd5-7507-7714ed9a6086&dvIn[8][dvId]=fishing-map-vessel-track-v-3&dvIn[8][cfg][track]=~1&dvIn[8][cfg][info]=public-global-vessel-identity%3Av3.0&dvIn[8][cfg][events][0]=~3&dvIn[8][cfg][events][1]=~4&dvIn[8][cfg][events][2]=~5&dvIn[8][cfg][events][3]=~6&dvIn[8][cfg][events][4]=~7&dvIn[8][cfg][rVIs][0]=fa6abbd4f-fc7c-9167-2de2-3e79a1fd575d&dvIn[8][cfg][rVIs][1]=6aafc19cf-fae5-24f4-ca89-37724f21df42&dvIn[8][cfg][clr]=%23F95E5E&dvIn[8][cfg][vis]=false&dvIn[8][dT]=false&dvIn[9][id]=vessel-b6190ac7f-f3fa-efec-1b86-122ae6e1ef38&dvIn[9][dvId]=fishing-map-vessel-track-v-3&dvIn[9][cfg][track]=~1&dvIn[9][cfg][info]=public-global-vessel-identity%3Av3.0&dvIn[9][cfg][events][0]=~3&dvIn[9][cfg][events][1]=~4&dvIn[9][cfg][events][2]=~5&dvIn[9][cfg][events][3]=~6&dvIn[9][cfg][events][4]=~7&dvIn[9][cfg][clr]=%2333B679&dvIn[9][cfg][vis]=false&dvIn[9][dT]=false&lTD=&fTD=&tV=vessel&start=2025-03-07T00%3A00%3A00.000Z&end=2025-03-21T00%3A00%3A00.000Z&longitude=-7.717266630997196&latitude=14.926220931462858&zoom=3.8077852586577565&vDi=public-global-vessel-identity%3Av3.0&vIs=registryInfo&vE[0]=encounter&vE[1]=port_visit&vAm=type&vS=activity&vA=eez&vR=encounters&vVO=true&includeRelatedIdentities=true&tk[0]=fishing-map-vessel-track-v-3&tk[1]=public-global-all-tracks%3Av3.0&tk[2]=public-global-vessel-identity%3Av3.0&tk[3]=public-global-fishing-events%3Av3.0&tk[4]=public-global-port-visits-events%3Av3.1&tk[5]=public-global-encounters-events%3Av3.0&tk[6]=public-global-loitering-events%3Av3.0&tk[7]=public-global-gaps-events%3Av3.0&bDV&tG=speed&vSRi=e00d865a1-148f-fb0e-8283-dc436a245c07
