ssvid,CurrentName,Imo,CurrentFlag,CurrentIrcs,VesselType,GearType,Include 
224020460,RIO MASMA,,ESP,,fishing,set_gillnet,Yes
224009000,RIODOMAR CUARTO,9317626,ESP,EAYH,fishing,trawlers,Yes
412463479,RUI SHUN 6,unknown,CHN,unknown,fishing,trawlers,Yes
412463482,RUI SHUN 8,unknown,CHN,unknown,fishing,trawlers,Yes
412217977,RUITAIFENG88,,,,carrier,NA,Yes
273383370,RUNAWAY BAY,9019640,BHS,C6FI3,carrier,NA,Yes
629100290,SAGE,7825215,GMB,unknown,fishing,drifting_longline,Yes
224124000,SALICA FRIGO; SALICAFRIGO,9238703,ESP,EBTL,carrier,NA,Yes
247110330,SALVATORE PRIMO,7938933,ITA,IPZP,fishing,trawlers,Yes
214182723,SALY REEFER; SALYREEFER,7813925,MDA,ER2723,carrier,NA,Yes
308095000,SAMSKIP CRYSTAL,9143374,BHS,C6VN5,carrier,NA,Yes
374505000,SANELPIDIO; SAN ELPIDIO,8814902,PAN,3FWT,carrier,NA,Yes
627163000,SANKOFA; MV/SANKOFA; MV/ SANKOFA; MV SANKOFA,9078555,GHA,9GMV,fishing,pole_and_line,Yes
332001000,SANT YAGO TRES,8919427,GTM,TGSY3,fishing,purse_seines,Yes
332154000,SANT YAGO UNO; SANT YAGO UNO,8919439,GTM,TGQU; TGQJ,fishing,purse_seines,Yes
263388000,SANTA ANITA,8001050,PRT,CUPS,fishing,trawlers,Yes
224387000,SANTO DO MAR,9329174,ESP,ECFA,fishing,trawlers,Yes
636017545,SAVANNA BREEZE,9791274,LBR,D5LM2,carrier,NA,Yes
636017546,SAVANNA WIND,9791286,LBR,D5LM3,carrier,NA,Yes
308124000,SCHWEIZ STREAM,9015216,BHS,C6KD9,carrier,NA,Yes
663226000,SEA DEFENDER,8996190,SEN,6WNF,fishing,purse_seines,Yes
273451390,SEA FUTURE,8860444,PAN,3E3544,carrier,NA,Yes
634127000,SEA MAR II,7902790,KEN,5ZZS,fishing,drifting_longline,Yes
627691000,SEA PLUS 87; SEAPLUS 87; SEAPLUS87,7410307,GHA,9GEX,fishing,pole_and_line,Yes
627682000,SEA PLUS 89,7410266,GHA,TBC,fishing,pole_and_line,Yes
663039000,SEGUNDO SAN RAFAEL,8818099,SEN,6WJA,fishing,trawlers,Yes
440097000,SEIN SKY,8813623,KOR,,carrier,NA,Yes
3530564,SEINPHOENIX; SEIN PHOENIX,9047271,KOR,D8SP,carrier,NA,Yes
663173000,SENEFAND DOS,9095204,SEN,6WLX,fishing,trawlers,Yes
431100690,SENSHU MARU NO. 3,9047908,JPN,JRWC,fishing,drifting_longline,Yes
441898000,SEO JIN NO. 1,7381403,KOR,6KCC,fishing,unknown,Yes
659019000,SHANG FU,,NAM,,fishing,drifting_longline,Yes
634120000,SHANG JYI,8844608,KEN,5ZZM,fishing,drifting_longline,Yes
412209001,SHANGHANG801,unknown,CHN,unknown,fishing,trawlers,Yes
247100320,SHARON C.,8545343,ITA,IZTB,fishing,trawlers,Yes
412200978,SHENG HAI 17,,CHN,,fishing,trawlers,Yes
412201826,SHENG HAI 3,,CHN,,fishing,trawlers,Yes
412723898,SHENG HAI 3 HAO,unknown,CHN,unknown,fishing,unknown,Yes
412209207,SHENG HANG 805,unknown,CHN,unknown,fishing,trawlers,Yes
412209211,SHENG HANG 808,unknown,unknown,unknown,fishing,trawlers,Yes
412209212,SHENG HANG 809,unknown,unknown,unknown,fishing,trawlers,Yes
416004506,SHENGCHERNGTSAIR3,unknown,TWN,unknown,fishing,unknown,Yes
412549334,SHENGHAI15,,CHN,,fishing,trawlers,Yes
412549335,SHENGHAI16,,CHN,,fishing,trawlers,Yes
412209208,SHENGHANG806,unknown,CHN,unknown,fishing,trawlers,Yes
412209213,SHENGHANG810,unknown,CHN,unknown,fishing,trawlers,Yes
412549117,SHENGHANG817,unknown,CHN,unknown,fishing,unknown,Yes
412549118,SHENGHANG818,unknown,CHN,unknown,fishing,unknown,Yes
630124003,SIEMPRE JOANA,unknown,unknown,unknown,unknown,unknown,Yes
663129000,SIERRA DE DAKAR,9144627,SEN,6WKN,fishing,unknown,Yes
244542000,SIERRA KING; SIERRAKING,8810786,NLD,PESF,carrier,NA,Yes
311000682,SIERRA LARA; SIERRALARA,9120205,BHS,C6DI3,carrier,NA,Yes
311001187,SIERRA LAUREL,9163403,BHS,,carrier,NA,Yes
306117000,SIERRA LAUREL; SIERRALAUREL,9163403,CUW,PJBQ,carrier,NA,Yes
311000709,SIERRA LEYRE; SIERRALEYRE,9135822,BHS,C6DL3,carrier,NA,Yes
311001226,SIERRA QUEEN,,BHS,,carrier,NA,Yes
257951000,SILVER BERGEN,9140944,NOR,LAHO6,carrier,NA,Yes
214182733,SILVER ICE,7819759,MDA,ER2733,carrier,NA,Yes
235103000,SINCERITY SY70,,GBR,MVEG,fishing,trawlers,Yes
663138000,SOFIA,8921638,SEN,6WLE,fishing,trawlers,Yes
663092000,SOKONE,8816730,SEN,6WKG,fishing,trawlers,Yes
214182704,SOLARTE,8210285,MDA,ER2704,carrier,NA,Yes
663066000,SOLEIL 9,unknown,SEN,6WDJ,fishing,trawlers,Yes
619002000,SOLEVANT,8104204,SEN,6WLG,fishing,purse_seines,Yes
663179000,SONA,unknown,SEN,unknown,fishing,unknown,Yes
663137000,SORAYA I,unknown,SEN,6WLD,fishing,trawlers,Yes
234423000,ST DANIEL,9163178,GMB,unknown,fishing,trawlers,Yes
566060000,STAR ENDEAVOUR I,9517927,SGP,9V9397,carrier,NA,Yes
566041000,STAR STANDARD,9438509,SGP,9V9354,carrier,NA,Yes
226180000,STERENN,9225548,FRA,FIYL,fishing,purse_seines,Yes
441007000,SUN HAE N 316,7394577,KOR,6MTQ,fishing,pole_and_line,Yes
440410770,SUNGJU,,KOR,,fishing,drifting_longline,Yes
613003558,SUNNY LISA,7359278,CMR,TJMC17,carrier,NA,Yes
308126000,SWEDISH STREAM,9030149,BHS,C6KD4,carrier,NA,Yes
356262000,SYDNEY SOFIA,9857030,PAN,HP6426,fishing,purse_seines,Yes
353946000,TAGANROGSKIY ZALIV,9152181,PAN,3EYS5,carrier,NA,Yes
376715000,TAVR,8838544,RUS,UBFR3,carrier,NA,Yes
654227000,TAZADIT,8113035,MRT,5TUE,fishing,trawlers,Yes
629000004,THE GAMBIA 4,unknown,GMB,unknown,fishing,unknown,Yes
457900757,TIJARA,8915005,MNG,,fishing,drifting_longline,Yes
518332000,TOKACHI FROST; TOKACHIFROST,8503242,COK,,carrier,NA,Yes
663010400,TOUBA,8818087,SEN,6WCI,fishing,trawlers,Yes
970889000,TRINITY 1,unknown,GHA,unknown,fishing,unknown,Yes
627679000,TRUST 77,7410321,GHA,9GBD,fishing,pole_and_line,Yes
271073480,TURK YILMAZ,,TUR,,fishing,purse_seines,Yes
271072122,TURKMENLER,,TUR,,fishing,unknown,Yes
244810428,TURYASEN,unknown,NLD,unknown,fishing,trawlers,Yes
247059800,TWENTY,9255220,GMB,C5J134,fishing,trawlers,Yes
224079440,TXINGUDI,9280237,ESP,ECCF,fishing,pole_and_line,Yes
312955000,TXORI,7622510,BLZ,V3CP3,support,NA,Yes
224103000,TXORI ARGI,9286724,ESP,ECEQ,fishing,purse_seines,Yes
664268000,TXORI AUNDI,8208531,SYC,S7SZ,fishing,purse_seines,Yes
664325000,TXORI BAT,9324019,SYC,S7TV,support,purse_seines,Yes
312590000,TXORI BERRI,9006033,BLZ,,fishing,purse_seines,Yes
224218000,TXORI BI,9319789,ESP,ECEE,fishing,trawlers,Yes
224594000,TXORI HIRU,9324007,SYC,S7VP,fishing,trawlers,Yes
664076000,TXORI LAU,9280081,CIV,unknown,support,NA,Yes
664326000,TXORI TOKI,9196682,SYC,S7LN,fishing,purse_seines,Yes
630124007,UMAIA,7504378,MRT,J5MMA,fishing,trawlers,Yes
412800000,unknown,NA,unknown,,fishing,unknown,Yes
224100140,VAPORICO A HIDALGO,,ESP,EA8573,fishing,purse_seines,Yes
214182713,VERACRUZ,7508300,MDA,ER2713,carrier,NA,Yes
228385700,VIA ALIZE,9877365,FRA,FLYZ,fishing,purse_seines,Yes
228128000,VIA AVENIR; VIAAVENIR,8812186,FRA,FGPJ; EGPJ,fishing,purse_seines,Yes
228168000,VIA EUROS; VIAEUROS,9017862,FRA,FGRS,fishing,purse_seines,Yes
228167000,VIA MISTRAL; VIAMISTRAL,9017850,FRA,FGRY,fishing,purse_seines,Yes
224468000,VILLA DE MARIN,9175365,ESP,EADK,fishing,trawlers,Yes
224819000,VILLA DE PITANXO,9098244,ESP,ECCU,fishing,trawlers,Yes
224820000,VILLA NORES,9098256,ESP,ECCT,fishing,trawlers,Yes
627047000,VOLTA GLORY,8323604,GHA,9GII,carrier,NA,Yes
627084000,VOLTA VICTORY,9140102,PAN,3FYS4,carrier,NA,Yes
306139000,WATER PHOENIX,9045168,CUW,TBC,carrier,NA,Yes
636018501,WATER PHOENIX; WATERPHOENIX,9045168,CUW,PJFQ,carrier,NA,Yes
416121700,WEI CHING,9181924,TWN,BH3352,fishing,drifting_longline,Yes
663147000,WESTERN KIM; WESTERNKIM,8003242,SEN,6WLN,fishing,purse_seines,Yes
266011000,WESTERO,,,,fishing,trawlers,Yes
311000795,WILD COSMOS,9181132,BHS,C6DV6,carrier,NA,Yes
311000834,WILD LOTUS,9181168,BHS,C6DZ2,carrier,NA,Yes
311000804,WILD PEONY; WILDPEONY,9191474,BHS,C6DW7,carrier,NA,Yes
351336000,WINDRAY REEFER,9227596,PAN,H3QQ,carrier,NA,Yes
412411791,XING WANG 805,8549961,CHN,BZW2K,fishing,,Yes
412411788,XING WANG 806,8549973,CHN,BZW3K,fishing,,Yes
412411789,XING WANG 807,8549985,CHN,BZW4K,fishing,,Yes
412411792,XING WANG 809,8549997,CHN,BZW5K,fishing,,Yes
412549416,XINGYUN 919,9939096,CHN,BZ6UK,fishing,pole_and_line,Yes
412549417,XINGYUN 920,9939101,CHN,BZV9I,fishing,unknown,Yes
663195000,XIXILI,7413828,SEN,6WMG,fishing,purse_seines,Yes
412209195,YANG MING 8001,8794528,CHN,,fishing,unknown,Yes
412209196,YANG MING 8002,8794530,CHN,unknown,fishing,trawlers,Yes
412209197,YANG MING 8005,8794542,CHN,unknown,fishing,trawlers,Yes
412209202,YANG MING 8009,unknown,CHN,unknown,fishing,trawlers,Yes
412209203,YANG MING 8010,unknown,CHN,unknown,fishing,trawlers,Yes
412209008,YANG MING 8031,8794607,CHN,unknown,fishing,unknown,Yes
412209198,YANGMING8006,,CHN,,fishing,trawlers,Yes
412209199,YANGMING8007,,CHN,,fishing,trawlers,Yes
412209009,YANGMING8032,,,,fishing,trawlers,Yes
416380000,YI CHUN NO. 232,9220768,TWN,BI2571,fishing,drifting_longline,Yes
412200999,YI FENG 10,unknown,CHN,unknown,fishing,trawlers,Yes
412209011,YI FENG 21,unknown,unknown,unknown,fishing,trawlers,Yes
412209122,YI FENG 25,unknown,CHN,unknown,fishing,unknown,Yes
412209123,YI FENG 26,unknown,CHN,unknown,fishing,unknown,Yes
412209128,YI FENG 30,unknown,CHN,unknown,fishing,unknown,Yes
412200997,YI FENG 8,unknown,CHN,unknown,fishing,trawlers,Yes
412200991,YI FENG1,unknown,CHN,unknown,fishing,trawlers,Yes
416864000,YI FU,8664656,TWN,BH3196,fishing,drifting_longline,Yes
416137900,YI HONG,8664644,TWN,BZLQ,fishing,drifting_longline,Yes
412200998,YIFENG 09,,CHN,,fishing,trawlers,Yes
412209012,YIFENG 22,8599904,CHN,unknown,fishing,unknown,Yes
412209126,YIFENG28,unknown,CHN,unknown,fishing,unknown,Yes
412209127,YIFENG29,,CHN,,fishing,trawlers,Yes
412200996,YIFENG7,,CHN,,fishing,trawlers,Yes
412200992,YIFENGRI,unknown,unknown,unknown,fishing,trawlers,Yes
416126800,YING CHIN HSIANG NO 101,9230828,TWN,BI2564,fishing,drifting_longline,Yes
627013000,YOUNG BOK,7042497,GHA,9GQF,fishing,purse_seines,Yes
412549328,YUAN YU 884,,,,fishing,unknown,Yes
412549329,YUAN YU 885,,,,fishing,trawlers,Yes
412549331,YUAN YU 886,,,,fishing,unknown,Yes
412549332,YUAN YU 887,,,,fishing,trawlers,Yes
412549333,YUAN YU 888,,CHN,,fishing,trawlers,Yes
412549339,YUAN YU 889,,CHN,,fishing,drifting_longline,Yes
412549341,YUAN YU 890,,CHN,,fishing,trawlers,Yes
412549342,YUAN YU 891,,CHN,,fishing,drifting_longline,Yes
412549343,YUAN YU 892,,CHN,,fishing,drifting_longline,Yes
412549344,YUAN YU 893,,CHN,,fishing,unknown,Yes
412280993,YUANYU22,,CHN,,fishing,purse_seines,Yes
416358000,YUEN HORNG NO.2,,TWN,,fishing,trawlers,Yes
416249900,YUH YEOU NO.136,,,,fishing,drifting_longline,Yes
354851000,YUN DER,9797917,PAN,3FTC7,carrier,NA,Yes
627176000,YUN HAI 607,8683705,GHA,9GJZ,fishing,trawlers,Yes
636016998,YUN RUN 7,9011038,PAN,3END6,carrier,NA,Yes
416004708,YUNG CHI NO. 166,8669929,TWN,BH3427,fishing,drifting_longline,Yes
371996000,ZAHARA; ZAHARA DOS; ZAHARA NOS,9292333,PAN,HP5241,support,NA,Yes
355229000,ZAHARA; ZAHARA UNO,9292321,ESP,H09725,support,NA,Yes
224303000,ZAHARA; ZAHARATRES,9292735,PAN,3EZF8,support,NA,Yes
373451000,ZEFYROS REEFER,8916748,PAN,3FPL2,carrier,NA,Yes
412420887,ZHEN YUAN YU 820,,CHN,,fishing,drifting_longline,Yes
412420878,ZHEN YUAN YU 828,,CHN,,fishing,trawlers,Yes
412420882,ZHENYUANYU822,,CHN,,fishing,drifting_longline,Yes
412435429,ZHEXIANGYU50021,unknown,unknown,unknown,fishing,unknown,Yes
627061000,ZHONG LU YU 1003,9099705,GHA,9GGG,fishing,trawlers,Yes
627060000,ZHONG LU YU 1004,9099717,GHA,9GGF,fishing,trawlers,Yes
412549145,ZHONG YUE 81,8592891,CHN,BZWF2,fishing,unknown,Yes
412549147,ZHONG YUE 83,8592918,CHN,BZWF4,fishing,unknown,Yes
412549152,ZHONG YUE 88,8592877,CHN,BZWF8,fishing,unknown,Yes
412460035,ZHONGYANG38,9753480,CHN,BZXV8,fishing,,Yes
412549153,ZHONGYUE89,,CHN,,fishing,trawlers,Yes
412400790,ZHOU YU LENG 7; ZHOU YU LENG NO.7; 舟渔冷7号,8887985,CHN,BKWE,carrier,NA,Yes
312507000,ZILLARI,9095266,BLZ,V3VP8,support,NA,Yes
224587000,ZUBEROA,8906456,ESP,EGVV,fishing,purse_seines,Yes
311001215,AFRICAN DIPPER,9733260,BHS,,Bunker,,No
273244100,ATLANTNIRO ,8607050,CHN,,Scientific vessel,,No
311001000,BALTIC PATRIOT,9038488,BHS,,Reefer containership,,No
563229800,CAMEROUN EXPRESS,9983865,SGP,,Reefer containership,,No
636013068,CARIBBEAN STAR,9150810,LBR,,Reefer containership,,No
229705000,CMA CGM MARLIN,9322463,MLT,,Containership,,No
636014240,COLOMBIAN STAR,9172480,LBR,,Reefer containership,,No
636013073,COSTA RICAN STAR,9150822,LBR,,Reefer containership,,No
636014241,COTE D IVOIRIAN STAR,9172478,LBR,,Reefer containership,,No
563237900,COTE DIVOIRE EXPRESS,9983994,SGP,,Reefer containership,,No
354962000,FRIO STAR,9172947,PAN,H9FY,Reefer containership,,No
563245700,GHANA EXPRESS,9984003,SGP,,Reefer containership,,No
247452100,GREAT COTONOU,9935064,ITA,,Containership,,No
613003744,IONA,9183271,CMR,,Tanker,,No
636024729,MSC UNITE VI,9116589,LBR,,Containership,,No
657283600,MV PEACE RIVER,,NGA,,Tug,,No
577030000,NAUTILUS,9223708,VUT,,Research vessel,,No
374776000,NAVIOS MAGNOLIA,9332250,PAN,,Containership,,No
457900822,NEMED,9280421 ,MNG,,Tug,,No
566341000,STAR CARE,9517903,SGP,,Reefer containership,,No
311000876,STAR FIRST,9330056,BHS,,Reefer containership,,No
566042000,STAR LEADER,9517939,SGP,9V9350,Reefer containership,,No
566090000,STAR PRIDE,9517915,SGP,9V9351,Reefer containership,,No
311000958,STAR PRIMA,9338747,BHS,,Reefer containership,,No
