ssvid,CurrentName,Imo,CurrentFlag,CurrentIrcs,VesselType,GearType,Include 
273384970,NOVIY SVET; NOVIYSVET,8509557,RUS,UEOD,Carrier vessel,NA,Yes
663178000,NUEVO NOSO LAR,9039896,SEN,6WHL,Fishing vessel,Trawl,Yes
627868000,OBAATANPA,unknown,GHA,CR103MF,Fishing vessel,UNKNOWN,Yes
634152000,OCEAN EAGLE,8714059,KEN,5ZAAX,Fishing vessel,Longline,Yes
663000300,OCEAN PESCA III,8702290,SEN,6WGA,Fishing vessel,Trawl,Yes
617073000,ODYSSEY 227,7393121,CPV,UNKNOWN,Fishing vessel,Longline,Yes
613003611,OLUTORSKY,8826151,CMR,,Fishing vessel,Trawl,Yes
663168000,ONUDAK I,8809957,SEN,6WCY,Fishing vessel,Trawl,Yes
663169000,ONUDAK II,8819445,SEN,6WCZ,Fishing vessel,Trawl,Yes
306883000,ORANGE FROST,9797656,CUW,,Carrier vessel,NA,Yes
311000713,ORANGE SEA,9795971,BHS,C6DL7,Carrier vessel,NA,Yes
311000712,ORANGE SPIRIT,9795969,BHS,C6DL6,Carrier vessel,NA,Yes
306124000,ORANGE STRAIT,9795995,CUW,PJDE,Carrier vessel,NA,Yes
306125000,ORANGE STREAM,9795983,CUW,PJDC,Carrier vessel,NA,Yes
663225000,ORIENTAL KIM,7827495,SEN,6WNE,Fishing vessel,Purse seine,Yes
247083400,ORIONE Q,8979128,ITA,IZNE,Fishing vessel,Trawl,Yes
271044374,ORKOZ 53,UNKNOWN,TUR,TC9145,Fishing vessel,Trawl,Yes
271008508,ORUC REIS BALIKCILIK,9089554,TUR,TC7390,Fishing vessel,Purse seine,Yes
636019354,PACIFIC MERMAID,9045924,LIB,,Carrier vessel,NA,Yes
306034000,PACIFIC STAR; PACIFICSTAR,8716837,CUW,PJEW,Fishing vessel,Purse seine,Yes
627071000,PANOFI DISCOVERER,9565352,GHA,9GIL,Fishing vessel,Purse seine,Yes
627072000,PANOFI FORE RUNNER; PANOFIFORERUNNER,9568859,GHA,9GIJ,Fishing vessel,Purse seine,Yes
627994000,PANOFI FRONTIER; MV/PANOFI FRONTIER; PANOFIFRONTIER,8988806,GHA,,Fishing vessel,Purse seine,Yes
627266000,PANOFI GRACE,9517276,GHA,,Fishing vessel,Purse seine,Yes
627997000,PANOFI MASTER; MV/PANOFI MASTER; PANOFIMASTER,8976815,GHA,9GIH,Fishing vessel,Purse seine,Yes
627073000,PANOFI PATH-FINDER; PANOFIPATHFINDER; PANOFI PATHFINDER,9568861,GHA,9GIK,Fishing vessel,Purse seine,Yes
627996000,PANOFI VOLUNTEER; MV/PANOFI VOLUNTEER; PVOLUNTEER,8988818,GHA,9GIG,Fishing vessel,Purse seine,Yes
306120000,PATUDO,9276092,CUW,PJCF,Support vessel,NA,Yes
312797000,PEARL,7360320,BLZ,V3UI4; V3UI14,Fishing vessel,Purse seine,Yes
325967000,PEARL COAST,8112380,DMA,,Carrier vessel,NA,Yes
224033000,PEIX MAR VEINTICINCO,8733744,ESP,EAXG,Fishing vessel,Trawl,Yes
224313420,PEIX MAR VEINTICUATRO,8733756,ESP,EARE,Fishing vessel,Trawl,Yes
224372000,PEIX MAR VEINTINUEVE,9300063,ESP,EAEL,Fishing vessel,Trawl,Yes
224275000,PEIX MAR VEINTIOCHO,9300051,ESP,EAKU,Fishing vessel,Trawl,Yes
224270000,PEIX MAR VEINTISEIS,8733859,ESP,EAVA,Fishing vessel,Trawl,Yes
224370000,PEIX MAR VEINTISIETE,9300049,ESP,ECEH,Fishing vessel,Trawl,Yes
228071900,PENDRUC,9741102,FRA,FIXF,Fishing vessel,Purse seine,Yes
224896000,PILAR TORRE,9154361,ESP,EAIQ,Fishing vessel,Pole and line,Yes
312344000,PITUFO,8900892,BLZ,V3PK7,Fishing vessel,Longline,Yes
312191000,PLAYA DE AZKORRI,9476111,BLZ,V3ML9,Fishing vessel,Purse seine,Yes
224405000,PLAYA DE BAKIO,9010345,ESP,EGWJ,Fishing vessel,Purse seine,Yes
663128000,PLAYA DE DAKAR,9144615,SEN,6WKM,Fishing vessel,Trawl,Yes
312360000,PLAYA DE LAGA,,BLZ,,Fishing vessel,Purse seine,Yes
312257000,PLAYA DE LAIDA,9719812,BLZ,,Fishing vessel,Purse seine,Yes
224841000,PLAYA DE LOUREIRO,9238727,ESP,EBSU,Fishing vessel,Trawl,Yes
224531000,PLAYA DE NOJA; PLAYADENOJA,8806955,ESP,,Fishing vessel,Purse seine,Yes
225459000,PLAYA DE RIS,9684548,ESP,EAKV,Fishing vessel,Purse seine,Yes
663136000,PONT SAINT LOUIS,8222422,SEN,6WLC,Fishing vessel,Purse seine,Yes
224068340,PORTOMAYOR,8619742,ESP,EFIG,Fishing vessel,Trawl,Yes
664628000,POSEIDON,8703660,SYC,S7UH,Fishing vessel,Longline,Yes
663250000,PRAIA DA MAROSA,UNKNOWN,SEN,UNKNOWN,Fishing vessel,Trawl,Yes
224546000,PRAIA DE RODEIRA,9265330,ESP,ECAL,Fishing vessel,Trawl,Yes
312397000,PRAIA DE SANTA CRUZ,7385203,BLZ,V3OY6,Fishing vessel,Trawl,Yes
663285000,PRÉSIDENT MAGATTE AYA DIACK II,8606355,SEN,6WHJ,Fishing vessel,Pole and line,Yes
312004000,PRIBOY,8033053,BLZ,,Fishing vessel,Trawl,Yes
306137000,PRINCE OF SEAS,9014444,CUW,PJFH,Carrier vessel,NA,Yes
636018457,PRINCE OF SEAS; PRINCEOFSEAS,9014444,CUW,A8J15; PJFH,Carrier vessel,NA,Yes
224366000,PUNTAL DE AGUETE,9245990,ESP,EBRS,Fishing vessel,Longline,Yes
440543000,RAFIKI NO 1,7355595,KEN,5ZZP,Fishing vessel,Trawl,Yes
634140000,RA-HORAKHTY,8805298,KEN,5ZAAT,Fishing vessel,Longline,Yes
663000000,RAMATOULAYE,7110414,SEN,6WHZ,Fishing vessel,Pole and line,Yes
312599000,RANGIROA,8210259,BLZ,V3ZI6,Carrier vessel,NA,Yes
311907000,REGALBAY; REGAL BAY,9053658,BHS,C6UG6,Carrier vessel,NA,Yes
636018009,REINA,8202226,LBR,D5NT7,Carrier vessel,NA,Yes
224706000,RELEIXO,8733378,ESP,EBRL,Fishing vessel,Trawl,Yes
603103000,RIA DE DAKAR,9003342,SEN,,Fishing vessel,Trawl,Yes
627762000,RICO SIETE; MV/RICO SIETE; RICOSIETE,7950632,GHA,9GDN,Fishing vessel,Pole and line,Yes
627720000,RICOUNO,7950606,GHA,9GPM,Fishing vessel,Pole and line,Yes
654014800,RIMBAL 2,7511890,MRT,5T924,Fishing vessel,Trawl,Yes
224394000,RIO DO MAR QUINTO,9317638,ESP,ECHY,Fishing vessel,Trawl,Yes
224020460,RIO MASMA,,ESP,,Fishing vessel,Gillnets,Yes
224009000,RIODOMAR CUARTO,9317626,ESP,EAYH,Fishing vessel,Trawl,Yes
412463479,RUI SHUN 6,UNKNOWN,CHN,UNKNOWN,Fishing vessel,Trawl,Yes
412463482,RUI SHUN 8,UNKNOWN,CHN,UNKNOWN,Fishing vessel,Trawl,Yes
412217977,RUITAIFENG88,,,,Carrier vessel,NA,Yes
273383370,RUNAWAY BAY,9019640,BHS,C6FI3,Carrier vessel,NA,Yes
629100290,SAGE,7825215,GMB,Unknown,Fishing vessel,Longline,Yes
224124000,SALICA FRIGO; SALICAFRIGO,9238703,ESP,EBTL,Carrier vessel,NA,Yes
247110330,SALVATORE PRIMO,7938933,ITA,IPZP,Fishing vessel,Trawl,Yes
214182723,SALY REEFER; SALYREEFER,7813925,MDA,ER2723,Carrier vessel,NA,Yes
308095000,SAMSKIP CRYSTAL,9143374,BHS,C6VN5,Carrier vessel,NA,Yes
374505000,SANELPIDIO; SAN ELPIDIO,8814902,PAN,3FWT,Carrier vessel,NA,Yes
627163000,SANKOFA; MV/SANKOFA; MV/ SANKOFA; MV SANKOFA,9078555,GHA,9GMV,Fishing vessel,Pole and line,Yes
332001000,SANT YAGO TRES,8919427,GTM,TGSY3,Fishing vessel,Purse seine,Yes
332154000,SANT YAGO UNO; SANT YAGO UNO,8919439,GTM,TGQU; TGQJ,Fishing vessel,Purse seine,Yes
263388000,SANTA ANITA,8001050,PRT,CUPS,Fishing vessel,Trawl,Yes
224387000,SANTO DO MAR,9329174,ESP,ECFA,Fishing vessel,Trawl,Yes
636017545,SAVANNA BREEZE,9791274,LBR,D5LM2,Carrier vessel,NA,Yes
636017546,SAVANNA WIND,9791286,LBR,D5LM3,Carrier vessel,NA,Yes
308124000,SCHWEIZ STREAM,9015216,BHS,C6KD9,Carrier vessel,NA,Yes
663226000,SEA DEFENDER,8996190,SEN,6WNF,Fishing vessel,Purse seine,Yes
273451390,SEA FUTURE,8860444,PAN,3E3544,Carrier vessel,NA,Yes
634127000,SEA MAR II,7902790,KEN,5ZZS,Fishing vessel,Longline,Yes
627691000,SEA PLUS 87; SEAPLUS 87; SEAPLUS87,7410307,GHA,9GEX,Fishing vessel,Pole and line,Yes
627682000,SEA PLUS 89,7410266,GHA,TBC,Fishing vessel,Pole and line,Yes
663039000,SEGUNDO SAN RAFAEL,8818099,SEN,6WJA,Fishing vessel,Trawl,Yes
440097000,SEIN SKY,8813623,KOR,,Carrier vessel,NA,Yes
3530564,SEINPHOENIX; SEIN PHOENIX,9047271,KOR,D8SP,Carrier vessel,NA,Yes
663173000,SENEFAND DOS,9095204,SEN,6WLX,Fishing vessel,Trawl,Yes
431100690,SENSHU MARU NO. 3,9047908,JPN,JRWC,Fishing vessel,Longline,Yes
441898000,SEO JIN NO. 1,7381403,KOR,6KCC,Fishing vessel,UNKNOWN,Yes
659019000,SHANG FU,,NAM,,Fishing vessel,Longline,Yes
634120000,SHANG JYI,8844608,KEN,5ZZM,Fishing vessel,Longline,Yes
412209001,SHANGHANG801,UNKNOWN,CHN,UNKNOWN,Fishing vessel,Trawl,Yes
247100320,SHARON C.,8545343,ITA,IZTB,Fishing vessel,Trawl,Yes
412200978,SHENG HAI 17,,CHN,,Fishing vessel,Trawl,Yes
412201826,SHENG HAI 3,,CHN,,Fishing vessel,Trawl,Yes
412723898,SHENG HAI 3 HAO,UNKNOWN,CHN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
412209207,SHENG HANG 805,UNKNOWN,CHN,UNKNOWN,Fishing vessel,Trawl,Yes
412209211,SHENG HANG 808,UNKNOWN,UNKNOWN,UNKNOWN,Fishing vessel,Trawl,Yes
412209212,SHENG HANG 809,UNKNOWN,UNKNOWN,UNKNOWN,Fishing vessel,Trawl,Yes
416004506,SHENGCHERNGTSAIR3,UNKNOWN,TWN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
412549334,SHENGHAI15,,CHN,,Fishing vessel,Trawl,Yes
412549335,SHENGHAI16,,CHN,,Fishing vessel,Trawl,Yes
412209208,SHENGHANG806,UNKNOWN,CHN,UNKNOWN,Fishing vessel,Trawl,Yes
412209213,SHENGHANG810,UNKNOWN,CHN,UNKNOWN,Fishing vessel,Trawl,Yes
412549117,SHENGHANG817,UNKNOWN,CHN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
412549118,SHENGHANG818,UNKNOWN,CHN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
630124003,SIEMPRE JOANA,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Yes
663129000,SIERRA DE DAKAR,9144627,SEN,6WKN,Fishing vessel,UNKNOWN,Yes
244542000,SIERRA KING; SIERRAKING,8810786,NLD,PESF,Carrier vessel,NA,Yes
311000682,SIERRA LARA; SIERRALARA,9120205,BHS,C6DI3,Carrier vessel,NA,Yes
311001187,SIERRA LAUREL,9163403,BHS,,Carrier vessel,NA,Yes
306117000,SIERRA LAUREL; SIERRALAUREL,9163403,CUW,PJBQ,Carrier vessel,NA,Yes
311000709,SIERRA LEYRE; SIERRALEYRE,9135822,BHS,C6DL3,Carrier vessel,NA,Yes
311001226,SIERRA QUEEN,,BHS,,Carrier vessel,NA,Yes
257951000,SILVER BERGEN,9140944,NOR,LAHO6,Carrier vessel,NA,Yes
214182733,SILVER ICE,7819759,MDA,ER2733,Carrier vessel,NA,Yes
235103000,SINCERITY SY70,,GBR,MVEG,Fishing vessel,Trawl,Yes
663138000,SOFIA,8921638,SEN,6WLE,Fishing vessel,Trawl,Yes
663092000,SOKONE,8816730,SEN,6WKG,Fishing vessel,Trawl,Yes
214182704,SOLARTE,8210285,MDA,ER2704,Carrier vessel,NA,Yes
663066000,SOLEIL 9,UNKNOWN,SEN,6WDJ,Fishing vessel,Trawl,Yes
619002000,SOLEVANT,8104204,SEN,6WLG,Fishing vessel,Purse seine,Yes
663179000,SONA,UNKNOWN,SEN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
663137000,SORAYA I,UNKNOWN,SEN,6WLD,Fishing vessel,Trawl,Yes
234423000,ST DANIEL,9163178,GMB,UNKNOWN,Fishing vessel,Trawl,Yes
566060000,STAR ENDEAVOUR I,9517927,SGP,9V9397,Carrier vessel,NA,Yes
566041000,STAR STANDARD,9438509,SGP,9V9354,Carrier vessel,NA,Yes
226180000,STERENN,9225548,FRA,FIYL,Fishing vessel,Purse seine,Yes
441007000,SUN HAE N 316,7394577,KOR,6MTQ,Fishing vessel,Pole and line,Yes
440410770,SUNGJU,,KOR,,Fishing vessel,Longline,Yes
613003558,SUNNY LISA,7359278,CMR,TJMC17,Carrier vessel,NA,Yes
308126000,SWEDISH STREAM,9030149,BHS,C6KD4,Carrier vessel,NA,Yes
356262000,SYDNEY SOFIA,9857030,PAN,HP6426,Fishing vessel,Purse seine,Yes
353946000,TAGANROGSKIY ZALIV,9152181,PAN,3EYS5,Carrier vessel,NA,Yes
376715000,TAVR,8838544,RUS,UBFR3,Carrier vessel,NA,Yes
654227000,TAZADIT,8113035,MRT,5TUE,Fishing vessel,Trawl,Yes
629000004,THE GAMBIA 4,UNKNOWN,GMB,UNKNOWN,Fishing vessel,UNKNOWN,Yes
457900757,TIJARA,8915005,MNG,,Fishing vessel,Longline,Yes
518332000,TOKACHI FROST; TOKACHIFROST,8503242,COK,,Carrier vessel,NA,Yes
663010400,TOUBA,8818087,SEN,6WCI,Fishing vessel,Trawl,Yes
970889000,TRINITY 1,unknown,GHA,Unknown,Fishing vessel,UNKNOWN,Yes
627679000,TRUST 77,7410321,GHA,9GBD,Fishing vessel,Pole and line,Yes
271073480,TURK YILMAZ,,TUR,,Fishing vessel,Purse seine,Yes
271072122,TURKMENLER,,TUR,,Fishing vessel,UNKNOWN,Yes
244810428,TURYASEN,UNKNOWN,NLD,UNKNOWN,Fishing vessel,Trawl,Yes
247059800,TWENTY,9255220,GMB,C5J134,Fishing vessel,Trawl,Yes
224079440,TXINGUDI,9280237,ESP,ECCF,Fishing vessel,Pole and line,Yes
312955000,TXORI,7622510,BLZ,V3CP3,Support vessel,NA,Yes
224103000,TXORI ARGI,9286724,ESP,ECEQ,Fishing vessel,Purse seine,Yes
664268000,TXORI AUNDI,8208531,SYC,S7SZ,Fishing vessel,Purse seine,Yes
664325000,TXORI BAT,9324019,SYC,S7TV,Support vessel,Purse seine,Yes
312590000,TXORI BERRI,9006033,BLZ,,Fishing vessel,Purse seine,Yes
224218000,TXORI BI,9319789,ESP,ECEE,Fishing vessel,Trawl,Yes
224594000,TXORI HIRU,9324007,SYC,S7VP,Fishing vessel,Trawl,Yes
664076000,TXORI LAU,9280081,CIV,UNKNOWN,Support vessel,NA,Yes
664326000,TXORI TOKI,9196682,SYC,S7LN,Fishing vessel,Purse seine,Yes
630124007,UMAIA,7504378,MRT,J5MMA,Fishing vessel,Trawl,Yes
412800000,UNKNOWN,NA,UNKNOWN,,Fishing vessel,UNKNOWN,Yes
224100140,VAPORICO A HIDALGO,,ESP,EA8573,Fishing vessel,Purse seine,Yes
214182713,VERACRUZ,7508300,MDA,ER2713,Carrier vessel,NA,Yes
228385700,VIA ALIZE,9877365,FRA,FLYZ,Fishing vessel,Purse seine,Yes
228128000,VIA AVENIR; VIAAVENIR,8812186,FRA,FGPJ; EGPJ,Fishing vessel,Purse seine,Yes
228168000,VIA EUROS; VIAEUROS,9017862,FRA,FGRS,Fishing vessel,Purse seine,Yes
228167000,VIA MISTRAL; VIAMISTRAL,9017850,FRA,FGRY,Fishing vessel,Purse seine,Yes
224468000,VILLA DE MARIN,9175365,ESP,EADK,Fishing vessel,Trawl,Yes
224819000,VILLA DE PITANXO,9098244,ESP,ECCU,Fishing vessel,Trawl,Yes
224820000,VILLA NORES,9098256,ESP,ECCT,Fishing vessel,Trawl,Yes
627047000,VOLTA GLORY,8323604,GHA,9GII,Carrier vessel,NA,Yes
627084000,VOLTA VICTORY,9140102,PAN,3FYS4,Carrier vessel,NA,Yes
306139000,WATER PHOENIX,9045168,CUW,TBC,Carrier vessel,NA,Yes
636018501,WATER PHOENIX; WATERPHOENIX,9045168,CUW,PJFQ,Carrier vessel,NA,Yes
416121700,WEI CHING,9181924,TWN,BH3352,Fishing vessel,Longline,Yes
663147000,WESTERN KIM; WESTERNKIM,8003242,SEN,6WLN,Fishing vessel,Purse seine,Yes
266011000,WESTERO,,,,Fishing vessel,Trawl,Yes
311000795,WILD COSMOS,9181132,BHS,C6DV6,Carrier vessel,NA,Yes
311000834,WILD LOTUS,9181168,BHS,C6DZ2,Carrier vessel,NA,Yes
311000804,WILD PEONY; WILDPEONY,9191474,BHS,C6DW7,Carrier vessel,NA,Yes
351336000,WINDRAY REEFER,9227596,PAN,H3QQ,Carrier vessel,NA,Yes
412411791,XING WANG 805,8549961,CHN,BZW2K,Fishing vessel,,Yes
412411788,XING WANG 806,8549973,CHN,BZW3K,Fishing vessel,,Yes
412411789,XING WANG 807,8549985,CHN,BZW4K,Fishing vessel,,Yes
412411792,XING WANG 809,8549997,CHN,BZW5K,Fishing vessel,,Yes
412549416,XINGYUN 919,9939096,CHN,BZ6UK,Fishing vessel,Pole and line,Yes
412549417,XINGYUN 920,9939101,CHN,BZV9I,Fishing vessel,UNKNOWN,Yes
663195000,XIXILI,7413828,SEN,6WMG,Fishing vessel,Purse seine,Yes
412209195,YANG MING 8001,8794528,CHN,,Fishing vessel,UNKNOWN,Yes
412209196,YANG MING 8002,8794530,CHN,UNKNOWN,Fishing vessel,Trawl,Yes
412209197,YANG MING 8005,8794542,CHN,UNKNOWN,Fishing vessel,Trawl,Yes
412209202,YANG MING 8009,UNKNOWN,CHN,UNKNOWN,Fishing vessel,Trawl,Yes
412209203,YANG MING 8010,UNKNOWN,CHN,UNKNOWN,Fishing vessel,Trawl,Yes
412209008,YANG MING 8031,8794607,CHN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
412209198,YANGMING8006,,CHN,,Fishing vessel,Trawl,Yes
412209199,YANGMING8007,,CHN,,Fishing vessel,Trawl,Yes
412209009,YANGMING8032,,,,Fishing vessel,Trawl,Yes
416380000,YI CHUN NO. 232,9220768,TWN,BI2571,Fishing vessel,Longline,Yes
412200999,YI FENG 10,UNKNOWN,CHN,UNKNOWN,Fishing vessel,Trawl,Yes
412209011,YI FENG 21,UNKNOWN,UNKNOWN,UNKNOWN,Fishing vessel,Trawl,Yes
412209122,YI FENG 25,UNKNOWN,CHN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
412209123,YI FENG 26,UNKNOWN,CHN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
412209128,YI FENG 30,UNKNOWN,CHN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
412200997,YI FENG 8,UNKNOWN,CHN,UNKNOWN,Fishing vessel,Trawl,Yes
412200991,YI FENG1,UNKNOWN,CHN,UNKNOWN,Fishing vessel,Trawl,Yes
416864000,YI FU,8664656,TWN,BH3196,Fishing vessel,Longline,Yes
416137900,YI HONG,8664644,TWN,BZLQ,Fishing vessel,Longline,Yes
412200998,YIFENG 09,,CHN,,Fishing vessel,Trawl,Yes
412209012,YIFENG 22,8599904,CHN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
412209126,YIFENG28,UNKNOWN,CHN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
412209127,YIFENG29,,CHN,,Fishing vessel,Trawl,Yes
412200996,YIFENG7,,CHN,,Fishing vessel,Trawl,Yes
412200992,YIFENGRI,UNKNOWN,UNKNOWN,UNKNOWN,Fishing vessel,Trawl,Yes
416126800,YING CHIN HSIANG NO 101,9230828,TWN,BI2564,Fishing vessel,Longline,Yes
627013000,YOUNG BOK,7042497,GHA,9GQF,Fishing vessel,Purse seine,Yes
412549328,YUAN YU 884,,,,Fishing vessel,UNKNOWN,Yes
412549329,YUAN YU 885,,,,Fishing vessel,Trawl,Yes
412549331,YUAN YU 886,,,,Fishing vessel,UNKNOWN,Yes
412549332,YUAN YU 887,,,,Fishing vessel,Trawl,Yes
412549333,YUAN YU 888,,CHN,,Fishing vessel,Trawl,Yes
412549339,YUAN YU 889,,CHN,,Fishing vessel,Longline,Yes
412549341,YUAN YU 890,,CHN,,Fishing vessel,Trawl,Yes
412549342,YUAN YU 891,,CHN,,Fishing vessel,Longline,Yes
412549343,YUAN YU 892,,CHN,,Fishing vessel,Longline,Yes
412549344,YUAN YU 893,,CHN,,Fishing vessel,UNKNOWN,Yes
412280993,YUANYU22,,CHN,,Fishing vessel,Purse seine,Yes
416358000,YUEN HORNG NO.2,,TWN,,Fishing vessel,Trawl,Yes
416249900,YUH YEOU NO.136,,,,Fishing vessel,Longline,Yes
354851000,YUN DER,9797917,PAN,3FTC7,Carrier vessel,NA,Yes
627176000,YUN HAI 607,8683705,GHA,9GJZ,Fishing vessel,Trawl,Yes
636016998,YUN RUN 7,9011038,PAN,3END6,Carrier vessel,NA,Yes
416004708,YUNG CHI NO. 166,8669929,TWN,BH3427,Fishing vessel,Longline,Yes
371996000,ZAHARA; ZAHARA DOS; ZAHARA NOS,9292333,PAN,HP5241,Support vessel,NA,Yes
355229000,ZAHARA; ZAHARA UNO,9292321,ESP,H09725,Support vessel,NA,Yes
224303000,ZAHARA; ZAHARATRES,9292735,PAN,3EZF8,Support vessel,NA,Yes
373451000,ZEFYROS REEFER,8916748,PAN,3FPL2,Carrier vessel,NA,Yes
412420887,ZHEN YUAN YU 820,,CHN,,Fishing vessel,Longline,Yes
412420878,ZHEN YUAN YU 828,,CHN,,Fishing vessel,Trawl,Yes
412420882,ZHENYUANYU822,,CHN,,Fishing vessel,Longline,Yes
412435429,ZHEXIANGYU50021,UNKNOWN,UNKNOWN,UNKNOWN,Fishing vessel,UNKNOWN,Yes
627061000,ZHONG LU YU 1003,9099705,GHA,9GGG,Fishing vessel,Trawl,Yes
627060000,ZHONG LU YU 1004,9099717,GHA,9GGF,Fishing vessel,Trawl,Yes
412549145,ZHONG YUE 81,8592891,CHN,BZWF2,Fishing vessel,UNKNOWN,Yes
412549147,ZHONG YUE 83,8592918,CHN,BZWF4,Fishing vessel,UNKNOWN,Yes
412549152,ZHONG YUE 88,8592877,CHN,BZWF8,Fishing vessel,UNKNOWN,Yes
412460035,ZHONGYANG38,9753480,CHN,BZXV8,Fishing vessel,,Yes
412549153,ZHONGYUE89,,CHN,,Fishing vessel,Trawl,Yes
412400790,ZHOU YU LENG 7; ZHOU YU LENG NO.7; 舟渔冷7号,8887985,CHN,BKWE,Carrier vessel,NA,Yes
312507000,ZILLARI,9095266,BLZ,V3VP8,Support vessel,NA,Yes
224587000,ZUBEROA,8906456,ESP,EGVV,Fishing vessel,Purse seine,Yes
311001215,AFRICAN DIPPER,9733260,BHS,,Bunker,,No
273244100,ATLANTNIRO ,8607050,CHN,,Scientific vessel,,No
311001000,BALTIC PATRIOT,9038488,BHS,,Reefer containership,,No
563229800,CAMEROUN EXPRESS,9983865,SGP,,Reefer containership,,No
636013068,CARIBBEAN STAR,9150810,LBR,,Reefer containership,,No
229705000,CMA CGM MARLIN,9322463,MLT,,Containership,,No
636014240,COLOMBIAN STAR,9172480,LBR,,Reefer containership,,No
636013073,COSTA RICAN STAR,9150822,LBR,,Reefer containership,,No
636014241,COTE D IVOIRIAN STAR,9172478,LBR,,Reefer containership,,No
563237900,COTE DIVOIRE EXPRESS,9983994,SGP,,Reefer containership,,No
354962000,FRIO STAR,9172947,PAN,H9FY,Reefer containership,,No
563245700,GHANA EXPRESS,9984003,SGP,,Reefer containership,,No
247452100,GREAT COTONOU,9935064,ITA,,Containership,,No
613003744,IONA,9183271,CMR,,Tanker,,No
636024729,MSC UNITE VI,9116589,LBR,,Containership,,No
657283600,MV PEACE RIVER,,NGA,,Tug,,No
577030000,NAUTILUS,9223708,VUT,,Research vessel,,No
374776000,NAVIOS MAGNOLIA,9332250,PAN,,Containership,,No
457900822,NEMED,9280421 ,MNG,,Tug,,No
566341000,STAR CARE,9517903,SGP,,Reefer containership,,No
311000876,STAR FIRST,9330056,BHS,,Reefer containership,,No
566042000,STAR LEADER,9517939,SGP,9V9350,Reefer containership,,No
566090000,STAR PRIDE,9517915,SGP,9V9351,Reefer containership,,No
311000958,STAR PRIMA,9338747,BHS,,Reefer containership,,No
566049000,STAR TRUST,9438511,SGP,9V9353,Reefer containership,,No
257248000,ELEKTRA,9176577,NOR,,Vehicle carrier,,No
477145500,ELAYNA,9302968,HKG,,Cruid oil tanker,,No
257384000,BOW AQUARIUS,9753791,NOR,,Chemical/products tanker,,No
259023000,DON PASQUALE,9138513,FRO,,Vehicle carrier,,No
636019515,BOSTON TRADER,9282168,LBR,,Containership,,No
677084900,LYRA,9155432,TZA,,General cargo vessel (not refrigerated),,No
