Date added,ssvid,CurrentName,IMO,CurrentFlag,CurrentIrcs,VesselType,GearType,,,,,,,,,,,,,,,,
Original port profile list,654227000,TAZADIT,8113035,MRT,5TUE,Fishing vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663000000,RAMATOULAYE,7110414,SEN,6WHZ,Fishing Vessel,Pole and line,,,,,,,,,,,,,,,,
Original port profile list,663000122,LIO I,9030058,SEN,6WIC,Fishing Vessel,Pole and line,,,,,,,,,,,,,,,,
Original port profile list,663000300,OCEAN PESCA III,8702290,SEN,6WGA,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663010400,TOUBA,8818087,SEN,6WCI,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663037000,BOROM DARADJI,7021209,SEN,6WIY,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663039000,SEGUNDO SAN RAFAEL,8818099,SEN,6WJA,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663053000,HISPASEN 5,UNKNOWN,SEN,6WJO,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663060000,DA K1191,UNKNOWN,SEN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663060000,DA K1191,UNKNOWN,SEN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663061000,DAK1193,UNKNOWN,UNKNOWN,UNKNOWN,Fishing vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663061000,DAK941,UNKNOWN,SEN,UNKNOWN,Fishing vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663062000,DAK1194,UNKNOWN,SEN,UNKNOWN,Fishing vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663063000,DAK1195,UNKNOWN,SEN,UNKNOWN,Fishing vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663064000,DAK938,UNKNOWN,SEN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663065000,DAK939,UNKNOWN,SEN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663066000,SOLEIL 9,UNKNOWN,SEN,6WDJ,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663067000,DAK941,UNKNOWN,SEN,UNKNOWN,Fishing vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663071000,DAK1178,UNKNOWN,SEN,UNKNOWN,Fishing vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663072000,6WJH,UNKNOWN,SEN,UNKNOWN,Fishing vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663073000,HISPASEN 6,7213591,SEN,6WJZ,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663091000,HISPASEN 7,UNKNOWN,SEN,6WKF,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663092000,SOKONE,8816730,SEN,6WKG,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663093000,SOKONE,8816730,SEN,6WKG,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663093000,AMINE,8816742,SEN,6WKH,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663099000,ALMIRANTE,7529536,SEN,6WBO,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663101000,CHIQUITA,UNKNOWN,UNKNOWN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663102000,ANTA SARR,8741399,SEN,6WHC,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663103000,RIA DE DAKAR,9003342,SEN,,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663104000,TOUBA,8818087,SEN,6WCI,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663104978,KIKI,7929176,GMB,6WMP,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,663111111,LAGHEM I,7387500,SEN,6WHE,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663128000,PLAYA DE DAKAR,9144615,SEN,6WKM,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663129000,SIERRA DE DAKAR,9144627,SEN,6WKN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663131000,KANBAL II,8708464,SEN,6WFI,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663135000,NAELLE,UNKNOWN,SEN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663136000,PONT SAINT LOUIS,8222422,SEN,6WLC,Fishing Vessel,Pole and line,,,,,,,,,,,,,,,,
Original port profile list,663137000,SORAYA I,UNKNOWN,SEN,6WLD,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663138000,SOFIA,8921638,SEN,6WLE,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663140000,SOLEVANT,8104204,SEN,6WLG,Fishing Vessel,Purse seine,,,,,,,,,,,,,,,,
Original port profile list,663141000,GRANADA,8102907,SEN,6WLH,Fishing Vessel,Purse seine,,,,,,,,,,,,,,,,
Original port profile list,663144000,CAMPELO-1,7407659,SEN,6WLK,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663146000,AUDREY,UNKNOWN,SEN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663147000,WESTERN KIM,8003242,SEN,6WLN,Fishing Vessel,Purse seine,,,,,,,,,,,,,,,,
Original port profile list,663152000,KENTIA,9246815,SEN,6WFT,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663158000,ADJA NDOUMBE 2,UNKNOWN,SEN,UNKNOWN,Fishing vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663161000,DIAMALAYE 1909,8017762,SEN,6WLT,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,663167000,GOBER CINCO,9276107,SEN,6WGK,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663168000,ONUDAK I,8809957,SEN,6WCY,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663169000,ONUDAK II,8819445,SEN,6WCZ,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663173000,SENEFAND DOS,9095204,SEN,6WLX,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663175000,MARSOR PRIMERO,8710819,SEN,6WEC,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663176000,CARVISA DOS,7388592,SEN,6WGH,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663177000,FATIMA,UNKNOWN,SEN,6WGL,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663178000,NUEVO NOSO LAR,9039896,SEN,6WHL,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663179000,SONA,UNKNOWN,SEN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663180000,NATA,8617421,SEN,6WHX,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663192000,OCEAN PESCA III,8702290,SEN,6WGA,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663195000,XIXILI,7413828,SEN,6WMG,Fishing Vessel,Purse seine,,,,,,,,,,,,,,,,
Original port profile list,663213000,LUCAS,9038402,GMB,6WMS,Fishing Vessel,Longline,,,,,,,,,,,,,,,,
Original port profile list,663220000,MASEOUD NO. 3,9874868,SEN,6WMZ,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663221000,MASEOUD NO. 4,9874870,SEN,6WNA,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663225000,ORIENTAL KIM,7827495,SEN,6WNE,Fishing Vessel,Purse seine,,,,,,,,,,,,,,,,
Original port profile list,663226000,SEA DEFENDER,8996190,SEN,6WNF,Fishing Vessel,Purse seine,,,,,,,,,,,,,,,,
Original port profile list,663250000,PRAIA DA MAROSA,UNKNOWN,SEN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663252000,MOHAMEDDAK 1306,UNKNOWN,SEN,UNKNOWN,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,663265000,ABRELA,9208978,SEN,EAVW,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663270000,CAP ATLANTIQUE,9083653,SEN,6WOU,Fishing Vessel,Purse seine,,,,,,,,,,,,,,,,
Original port profile list,663273000,CAMPELO 2,7234167,SEN,,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663285000,PRÉSIDENT MAGATTE AYA DIACK II,8606355,SEN,6WHJ,Fishing Vessel,Pole and line,,,,,,,,,,,,,,,,
Original port profile list,663500001,CASTLE TOWN,8111099,SEN,6WLB,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,663521000,KANBAL III,7618856,SEN,6WGC,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,666521000,KANBAL III,UNKNOWN,SEN,UNKNOWN,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Original port profile list,668116129,HE FENG YU 006,8568254,STP,S9TZ,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,668116130,HE FENG YU 007,8568266,STP,S9UA,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,668116131,HE FENG YU 008,8568278,STP,S9UB,Fishing Vessel,UNKNOWN,,,,,,,,,,,,,,,,
Original port profile list,740406000,ARGOS CIES,9818644,FLK,ZDLS3,Fishing Vessel,Trawler,,,,,,,,,,,,,,,,
Q1 2024,224069140,JAIME R,,,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,224175000,LA PINTA R,,,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,225995265,JOMAFRAN SEGUNDO,,,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,266011000,WESTERO,,,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,266154000,BRAZIL,,,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,271072472,MAMATI ORHAN,,,,fishing,other_purse_seines,,,,,,,,,,,,,,,,
Q1 2024,273345950,NIKOLAY TELENKOV,,,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,312867000,ATLANTIC PRINCE,,,,fishing,tuna_purse_seines,,,,,,,,,,,,,,,,
Q1 2024,412209009,YANGMING8032,,,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,412209168,MENGXIN19,,,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,412217977,RUITAIFENG88,,,,carrier,carrier,,,,,,,,,,,,,,,,
Q1 2024,412420838,BZU1B,,,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,412440263,FUYUANYU368,,,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,412549328,YUAN YU 884,,,,fishing,inconclusive,,,,,,,,,,,,,,,,
Q1 2024,412549329,YUAN YU 885,,,,fishing,fishing,,,,,,,,,,,,,,,,
Q1 2024,412549331,YUAN YU 886,,,,fishing,inconclusive,,,,,,,,,,,,,,,,
Q1 2024,412549332,YUAN YU 887,,,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,412549434,HAIXIN29,,,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,412549435,HAIXIN30,,,,fishing,inconclusive,,,,,,,,,,,,,,,,
Q1 2024,413201110,LIAO YUAN YU 99,,,,fishing,drifting_longlines,,,,,,,,,,,,,,,,
Q1 2024,416121800,HONG CHIN,,,,fishing,drifting_longlines,,,,,,,,,,,,,,,,
Q1 2024,416146700,KAO FONG NO817,,,,fishing,drifting_longlines,,,,,,,,,,,,,,,,
Q1 2024,416249900,YUH YEOU NO.136,,,,fishing,drifting_longlines,,,,,,,,,,,,,,,,
Q1 2024,416331000,KAO FONG NO8,,,,fishing,drifting_longlines,,,,,,,,,,,,,,,,
Q1 2024,440154000,NO.805 ORYONG,,,,fishing,drifting_longlines,,,,,,,,,,,,,,,,
Q1 2024,441242000,NO.373 ORYONG,,,,fishing,drifting_longlines,,,,,,,,,,,,,,,,
Q1 2024,636013651,FUJI BAY,,,,carrier,carrier,,,,,,,,,,,,,,,,
Q1 2024,654000012,KARAMA,,,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,224020460,RIO MASMA,,ESP,,fishing,set_gillnets,,,,,,,,,,,,,,,,
Q1 2024,271073441,ARSLAN 2,,TUR,,carrier,carrier,,,,,,,,,,,,,,,,
Q1 2024,306881000,ARTIKE,,CUW,,support vessel,support vessel,,,,,,,,,,,,,,,,
Q1 2024,312394000,AN-FONG NO.98,,UNK,,fishing,inconclusive,,,,,,,,,,,,,,,,
Q1 2024,412200996,YIFENG7,,CHN,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,412209169,MENGXIN2O,,CHN,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,412209171,MENG XIN21,,CHN,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,412209172,MX22,,CHN,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,412209175,MENGXIN24,,CHN,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,412209178,MENGX27,,CHN,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,412209179,MENG XIN 28#,,CHN,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,412209198,YANGMING8006,,CHN,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,412329514,LURONGYUANYU216,,CHN,,fishing,UNKNOWN,,,,,,,,,,,,,,,,
Q1 2024,412440262,FUYUANYU367,,CHN,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,412549334,SHENGHAI15,,CHN,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,412549335,SHENGHAI16,,CHN,,fishing,trawlers,,,,,,,,,,,,,,,,
Q1 2024,627227000,LONG TAI 2,,GHA,,fishing,tuna_purse_seines,,,,,,,,,,,,,,,,
Q1 2024,629009148,IB FISH 2,,GMB,,fishing,UNKNOWN,,,,,,,,,,,,,,,,
Q1 2024,629009158,ELSAAD,,GMB,,fishing,UNKNOWN,,,,,,,,,,,,,,,,
Q1 2024,630001075,IB FISH 1,,GNB,,fishing,other_purse_seines,,,,,,,,,,,,,,,,
Q1 2025,412201867,HAIXIN24,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412209199,YANGMING8007,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,271073480,TURK YILMAZ,,TUR,,carrier,,,,,,,,,,,,,,,,,
Q1 2025,352002562,PRINCE OF SEAS,,BHS,,carrier,,,,,,,,,,,,,,,,,
Q1 2025,224023480,MAR DE ALBA,,ESP,,Purse seiners,,,,,,,,,,,,,,,,,
Q1 2025,412420878,ZHEN YUAN YU 828,,CHN,,unknown,,,,,,,,,,,,,,,,,
Q1 2025,412200978,SHENG HAI 17,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,629009232,TWENTY,,GMB,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412440268,FU YUAN YU 373,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412440842,FU YUAN YU 7857,,CHN,,Longliners,,,,,,,,,,,,,,,,,
Q1 2025,224910000,DOCE DE JULIO,,ESP,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412200998,YIFENG 09,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412201872,HAIXIN28,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,312078000,EGALABUR,,BLZ,,Purse seiners,,,,,,,,,,,,,,,,,
Q1 2025,412549342,YUAN YU 891,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,659034000,NATA 2,,NAM,,Longliners,,,,,,,,,,,,,,,,,
Q1 2025,412549341,YUAN YU 890,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412549343,YUAN YU 892,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,659034000,NATA 2,,NAM,,Longliners,,,,,,,,,,,,,,,,,
Q1 2025,412420887,ZHEN YUAN YU 820,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412549272,CHANG RONG 8,,CHN,,Longliners,,,,,,,,,,,,,,,,,
Q1 2025,224910000,DOCE DE JULIO,,ESP,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412201871,HAIXIN27,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412549153,ZHONGYUE89,,CHN,,unknown,,,,,,,,,,,,,,,,,
Q1 2025,412444322,MIN LONG YU61146,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412201872,HAIXIN28,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,629009232,TWENTY,,GMB,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412420882,ZHENYUANYU822,,CHN,,unknown,,,,,,,,,,,,,,,,,
Q1 2025,412440839,FU YUAN YU 7855,,CHN,,Longliners,,,,,,,,,,,,,,,,,
Q1 2025,412200983,CHANG YUAN YU 1,,CHN,,unknown,,,,,,,,,,,,,,,,,
Q1 2025,412440267,FU YUAN YU 372,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,62900238,SALVATORE PRIMO,,GMB,,unknown,,,,,,,,,,,,,,,,,
Q1 2025,412201871,HAIXIN27,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,629009118,EIGHTEEN,,GMB,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,659019000,SHANG FU,,NAM,,Longliners,,,,,,,,,,,,,,,,,
Q1 2025,412440815,FU YUAN YU 7853,,CHN,,Longliners,,,,,,,,,,,,,,,,,
Q1 2025,359102000,MONTECELO,,ESP,,Purse seiners,,,,,,,,,,,,,,,,,
Q1 2025,311001255,LAGOON PHOENIX,,BHS,,carrier,,,,,,,,,,,,,,,,,
Q1 2025,412200998,YIFENG 09,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,629009118,EIGHTEEN,,GMB,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412280993,YUANYU22,,CHN,,unknown,,,,,,,,,,,,,,,,,
Q1 2025,412201867,HAIXIN24,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,271073688,ILKER YILMAZ,,TUR,,Purse seiners,,,,,,,,,,,,,,,,,
Q1 2025,412200998,YIFENG 09,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412201872,HAIXIN28,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412201867,HAIXIN24,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,629009118,EIGHTEEN,,GMB,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,629009232,TWENTY,,GMB,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412440815,FU YUAN YU 7853,,CHN,,Longliners,,,,,,,,,,,,,,,,,
Q1 2025,412209199,YANGMING8007,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412209127,YIFENG29,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412440841,FU YUAN YU 7856,,CHN,,Longliners,,,,,,,,,,,,,,,,,
Q1 2025,412549344,YUAN YU 893,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412549153,ZHONGYUE89,,CHN,,unknown,,,,,,,,,,,,,,,,,
Q1 2025,412549339,YUAN YU 889,,CHN,,unknown,,,,,,,,,,,,,,,,,
Q1 2025,629009118,EIGHTEEN,,GMB,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,416358000,YUEN HORNG NO.2,,TWN,,Longliners,,,,,,,,,,,,,,,,,
Q1 2025,412201826,SHENG HAI 3,,CHN,,unknown,,,,,,,,,,,,,,,,,
Q1 2025,412444322,MIN LONG YU61146,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412209127,YIFENG29,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,412549333,YUAN YU 888,,CHN,,unknown,,,,,,,,,,,,,,,,,
Q1 2025,412201867,HAIXIN24,,CHN,,Trawlers,,,,,,,,,,,,,,,,,
Q1 2025,311001255,LAGOON PHOENIX,,BHS,,carrier,,,,,,,,,,,,,,,,,
