vessel_name,MMSI,Flag,vessel_class,vessel_type,previous_port_country,previous_port,trip_start,trip_start_confidence,trip_end,trip_end_confidence,trip_duration_days,end_port,at_dock,fishing,fishing_hours,fishing_eez,fishing_hs,fishing_rfmos,encounter,num_encounters,loitering,num_loitering,percent_ais_voyage,vv_url
F/V GUEOTEC,227549000,FRA,fishing,tuna_purse_seines,CIV,ABIDJAN,16/08/2024 07:55,4,09/09/2024 05:35,4,23.9,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,5,https://globalfishingwatch.org/map/vessel/96e442d84-489f-962f-588a-33e367aa0330?&start=2024-08-14&end=2024-09-11
ZUBEROA,224587000,ESP,fishing,tuna_purse_seines,CIV,ABIDJAN,14/08/2024 05:43,4,11/09/2024 05:55,4,28,ABIDJAN,NA,TRUE,6.716666667,NA,TRUE,"IWC, ICCAT, ACAP",FALSE,NA,TRUE,2,6.5,https://globalfishingwatch.org/map/vessel/dcefb03af-f441-973d-84c3-df67066f5a56?&start=2024-08-12&end=2024-09-13
F/V CAP BOJADOR,228280000,FRA,fishing,tuna_purse_seines,CIV,ABIDJAN,01/09/2024 18:45,4,16/09/2024 06:30,4,14.5,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,4,https://globalfishingwatch.org/map/vessel/cc9dd42b8-8263-d5f5-d479-8027efd525be?&start=2024-08-30&end=2024-09-18
ARTIKE,306881000,CUW,support,purse_seine_support,STP,SAO TOME,10/07/2024 10:50,4,16/09/2024 08:00,4,67.9,ABIDJAN,NA,TRUE,75.96194444,CIV,TRUE,"ACAP, IWC, ICCAT, NAMMCO, FCWC",FALSE,NA,TRUE,2,3,https://globalfishingwatch.org/map/vessel/e00d865a1-148f-fb0e-8283-dc436a245c07?&start=2024-07-08&end=2024-09-18
F/V ALBACORA QUINCE,224727000,ESP,fishing,tuna_purse_seines,CIV,PORT BOUET ANCHORAGE,16/09/2024 09:32,4,16/09/2024 11:20,4,0,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/83487d338-8fba-2645-7342-563c4cb5611f?&start=2024-09-14&end=2024-09-18
AP703,627795000,GHA,fishing,pole_and_line,GHA,TEMA,04/08/2024 12:38,4,19/09/2024 04:33,4,45.6,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,1.9,https://globalfishingwatch.org/map/vessel/a388fcbaf-fcb5-d6b3-5eae-edb24c4149c5?&start=2024-08-02&end=2024-09-21
RANGIROA,312599000,BLZ,carrier,carrier,MRT,CANSADO,13/09/2024 22:35,4,20/09/2024 10:10,4,6.5,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,99.4,https://globalfishingwatch.org/map/vessel/2a3ce48d8-86e0-ab1e-5be1-448b5ec9e2aa?&start=2024-09-11&end=2024-09-22
SYDNEY SOFIA,356262000,PAN,fishing,tuna_purse_seines,CIV,ABIDJAN,05/09/2024 09:22,4,20/09/2024 14:07,4,15.2,ABIDJAN,NA,TRUE,206.1519444,LBR,TRUE,"IWC, FCWC, ACAP, NAMMCO, ICCAT",FALSE,NA,TRUE,9,68.6,https://globalfishingwatch.org/map/vessel/f2de78309-99b3-6b6a-2926-8af2b3051672?&start=2024-09-03&end=2024-09-22
ORANGE SEA,311000713,BHS,carrier,carrier,BEN,COTONOU,19/09/2024 06:44,4,20/09/2024 16:39,4,1.4,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/f8f94e538-83e7-3344-2d4a-09ad94082937?&start=2024-09-17&end=2024-09-22
ATLANTIC PRINCE,312867000,BLZ,fishing,tuna_purse_seines,CIV,ABIDJAN,03/09/2024 16:38,4,21/09/2024 10:44,4,17.8,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,8.9,https://globalfishingwatch.org/map/vessel/a8fa13d03-3876-ae64-a357-4823082c2984?&start=2024-09-01&end=2024-09-23
DICHA UNO,312697000,BLZ,fishing,tuna_purse_seines,GHA,TEMA,20/09/2024 09:10,4,24/09/2024 13:20,4,4.2,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,30.7,https://globalfishingwatch.org/map/vessel/2842f60c5-5d09-d79a-ea8d-a65b3a62a81b?&start=2024-09-18&end=2024-09-26
HAILUFENG8,412209610,CHN,fishing,trawlers,CIV,ABIDJAN,10/09/2024 09:43,4,25/09/2024 16:40,4,15.3,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,0.8,https://globalfishingwatch.org/map/vessel/dc63fa3e1-1043-eabe-bea4-0ac7b71eb8aa?&start=2024-09-08&end=2024-09-27
NEW SKY,325965000,DMA,carrier,carrier,MRT,CANSADO,19/09/2024 14:35,4,26/09/2024 04:55,4,6.6,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,1,100,https://globalfishingwatch.org/map/vessel/47d12d8ad-dc16-690a-1e13-d4c55f9b8943?&start=2024-09-17&end=2024-09-28
LONG TAI 1,627221000,GHA,fishing,tuna_purse_seines,GHA,SEKONDI-TAKORADI,25/09/2024 17:05,4,26/09/2024 17:45,4,1,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,100,https://globalfishingwatch.org/map/vessel/6b3129a20-009f-1741-5877-a714ea11cf2b?&start=2024-09-23&end=2024-09-28
MONTERAIOLA,224742000,ESP,fishing,tuna_purse_seines,CIV,ABIDJAN,26/08/2024 08:05,4,27/09/2024 05:47,4,31.9,ABIDJAN,NA,TRUE,19.18194444,CIV,FALSE,"ACAP, ICCAT, IWC, NAMMCO, FCWC",TRUE,1,TRUE,1,1.7,https://globalfishingwatch.org/map/vessel/c44bf0cee-e97e-f9c4-3c32-97d90554b144?&start=2024-08-24&end=2024-09-29
PLAYA DE LAGA,312360000,BLZ,fishing,tuna_purse_seines,CIV,ABIDJAN,11/09/2024 14:44,4,27/09/2024 16:14,4,16,ABIDJAN,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,2.6,https://globalfishingwatch.org/map/vessel/cc6b54a24-4542-6ce9-1e91-d4f17daeeda5?&start=2024-09-09&end=2024-09-29
