"vessel_name","MMSI","Flag","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","vv_url"
"UMAIA","630124700","MRT","fishing","fishing","SEN","DAKAR",2024-07-28 16:51:21,4,2024-08-25 16:58:06,4,28,"DAKAR",TRUE,5330.3486111111,"GNB, SEN",FALSE,"SRFC, ICCAT, ACAP, IWC, NAMMCO",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/881356027-7aca-2553-c080-cdb8eeef538a?&start=2024-09-01&end=2024-10-31"")"
"MENG XIN17","412209112","CHN","fishing","fishing","GIN","CONAKRY",2024-07-04 20:45:08,2,2024-07-10 12:38:08,4,5.6,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dc0253109-976e-7a4e-ffc9-53108b818c91?&start=2024-09-01&end=2024-10-31"")"
"SHENGHAI15","412549334","CHN","fishing","inconclusive","GIN","CONAKRY",2024-07-23 16:20:58,4,2024-07-25 19:14:20,4,2.1,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8a0f1d4df-f0cc-05da-7fe8-32262420c15e?&start=2024-09-01&end=2024-10-31"")"
"FU YUAN YU 9813","412440617","CHN","fishing","fishing","SEN","DAKAR",2024-08-08 09:57:29,3,2024-08-31 21:55:33,3,23.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c9027de61-12dd-124e-b90a-7ff3932ddfa2?&start=2024-09-01&end=2024-10-31"")"
"SHENGHAI16","412549335","CHN","fishing","inconclusive","GIN","CONAKRY",2024-07-23 16:56:35,4,2024-07-25 20:47:07,4,2.1,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ba6a7a076-6b31-054d-89a1-65c6f18acd55?&start=2024-09-01&end=2024-10-31"")"
"LA PINTA R","224175000","ESP","fishing","trawlers","MAR","AGADIR",2024-09-23 19:09:35,4,2024-09-28 17:37:05,4,4.9,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c17075854-49bb-6c86-ad25-6b9f2d6f6ddd?&start=2024-09-01&end=2024-10-31"")"
"CHAMYUAMYU11","412200988","CHN","fishing","trawlers","SEN","DAKAR",2024-08-21 12:02:59,4,2024-09-10 07:36:02,4,19.8,"DAKAR",TRUE,105.779166666667,"SEN",FALSE,"IWC, ICCAT, ACAP, SRFC, NAMMCO",FALSE,NA,TRUE,6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f5b96f9c3-3dea-a442-a8f1-d9330bb93f69?&start=2024-09-01&end=2024-10-31"")"
"CHAMYUAMYU11","412200988","CHN","fishing","trawlers","SEN","DAKAR",2024-06-30 21:50:44,4,2024-07-05 02:30:14,2,4.2,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f5b96f9c3-3dea-a442-a8f1-d9330bb93f69?&start=2024-09-01&end=2024-10-31"")"
"CHAMYUAMYU11","412200988","CHN","fishing","trawlers","SEN","DAKAR",2024-07-07 22:46:40,2,2024-07-09 19:08:55,3,1.8,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f5b96f9c3-3dea-a442-a8f1-d9330bb93f69?&start=2024-09-01&end=2024-10-31"")"
"CHAMYUAMYU11","412200988","CHN","fishing","trawlers","SEN","DAKAR",2024-09-10 16:44:40,4,2024-09-20 18:48:25,3,10.1,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f5b96f9c3-3dea-a442-a8f1-d9330bb93f69?&start=2024-09-01&end=2024-10-31"")"
"CHAMYUAMYU11","412200988","CHN","fishing","trawlers","MEX","MEX-175",2024-07-30 13:10:02,2,2024-08-17 13:33:12,4,18,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f5b96f9c3-3dea-a442-a8f1-d9330bb93f69?&start=2024-09-01&end=2024-10-31"")"
"EVERRICH 636","100902469","CIV","fishing","drifting_longlines","SEN","DAKAR",2024-07-20 19:42:12,4,2024-09-29 10:24:18,3,70.6,"DAKAR",TRUE,3175.90222222222,NA,TRUE,"ACAP, IWC, ICCAT, NAMMCO",FALSE,NA,TRUE,20,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e930e06c6-68bc-f92a-0a67-d097d3769d0a?&start=2024-09-01&end=2024-10-31"")"
"EVERRICH 636","100902469","CIV","fishing","drifting_longlines","SEN","DAKAR",2024-04-16 16:19:17,4,2024-07-15 11:01:17,4,89.8,"DAKAR",TRUE,2930.08888888888,NA,TRUE,"ICCAT, IWC, NAMMCO, ACAP",FALSE,NA,TRUE,22,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e930e06c6-68bc-f92a-0a67-d097d3769d0a?&start=2024-09-01&end=2024-10-31"")"
"F/V PLAYA DE LAIDA","312257000","BLZ","fishing","inconclusive","CPV","MINDELO",2024-07-13 23:49:31,4,2024-08-15 06:15:33,4,32.3,"DAKAR",TRUE,621.497222222222,"CPV, MRT",FALSE,"NAMMCO, IWC, SRFC, ICCAT, ACAP",FALSE,NA,TRUE,10,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cb32968a9-93ec-23e7-7192-bf085ea98f2a?&start=2024-09-01&end=2024-10-31"")"
"YI FENG 27","412209125","CHN","fishing","trawlers","MEX","MEX-175",2024-09-20 20:29:03,2,2024-09-21 15:07:58,3,0.8,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9d8147393-395c-2793-4143-79ae96cfe78b?&start=2024-09-01&end=2024-10-31"")"
"YI FENG 8","412200997","CHN","fishing","trawlers","SEN","DAKAR",2024-08-29 09:57:10,4,2024-09-19 02:36:12,4,20.7,"DAKAR",TRUE,2390.06527777778,"SEN, GNB",FALSE,"ICCAT, SRFC, NAMMCO, IWC, ACAP",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f5bd98f66-6d86-ae44-98a1-a86dbba4f507?&start=2024-09-01&end=2024-10-31"")"
"YI FENG 8","412200997","CHN","fishing","trawlers","SEN","DAKAR",2024-06-13 21:39:10,4,2024-07-05 22:46:07,4,22,"DAKAR",TRUE,3484.57361111111,"GNB, SEN",FALSE,"NAMMCO, IWC, SRFC, ACAP, ICCAT",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f5bd98f66-6d86-ae44-98a1-a86dbba4f507?&start=2024-09-01&end=2024-10-31"")"
"YI FENG 8","412200997","CHN","fishing","trawlers","SEN","DAKAR",2024-08-07 22:13:59,4,2024-08-26 13:11:21,4,18.6,"DAKAR",TRUE,2629.57777777778,"GNB",FALSE,"ICCAT, ACAP, NAMMCO, SRFC, IWC",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f5bd98f66-6d86-ae44-98a1-a86dbba4f507?&start=2024-09-01&end=2024-10-31"")"
"YI FENG 8","412200997","CHN","fishing","trawlers","SEN","DAKAR",2024-07-08 14:21:20,4,2024-08-04 13:06:17,4,26.9,"DAKAR",TRUE,4292.03611111111,"GNB, SEN",FALSE,"IWC, NAMMCO, ICCAT, ACAP, SRFC",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f5bd98f66-6d86-ae44-98a1-a86dbba4f507?&start=2024-09-01&end=2024-10-31"")"
"YIFENG28","412209126","CHN","fishing","trawlers","SEN","DAKAR",2024-07-30 12:06:57,4,2024-08-21 00:21:42,4,21.5,"DAKAR",TRUE,1244.82777777778,"GNB",FALSE,"ACAP, NAMMCO, SRFC, IWC, ICCAT",FALSE,NA,TRUE,21,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e37cb040b-bbe1-3f3c-c4fc-69d978402d3f?&start=2024-09-01&end=2024-10-31"")"
"YIFENG28","412209126","CHN","fishing","trawlers","SEN","DAKAR",2024-06-28 18:55:51,4,2024-07-24 05:19:42,4,25.4,"DAKAR",TRUE,1357.9,"GNB",FALSE,"IWC, NAMMCO, ACAP, ICCAT, SRFC",FALSE,NA,TRUE,18,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e37cb040b-bbe1-3f3c-c4fc-69d978402d3f?&start=2024-09-01&end=2024-10-31"")"
"YIFENG28","412209126","CHN","fishing","trawlers","SEN","DAKAR",2024-08-23 01:06:02,4,2024-09-16 07:05:54,4,24.2,"DAKAR",TRUE,797.069444444444,"GNB",FALSE,"IWC, SRFC, ACAP, NAMMCO, ICCAT",FALSE,NA,TRUE,21,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e37cb040b-bbe1-3f3c-c4fc-69d978402d3f?&start=2024-09-01&end=2024-10-31"")"
"PEIX MAR VEINTISEIS","224700000","ESP","fishing","trawlers","MRT","CANSADO",2024-09-12 06:57:11,4,2024-09-14 07:40:49,4,2,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d49865e8a-a5fe-dd99-4b75-b0987e51f4a4?&start=2024-09-01&end=2024-10-31"")"
"MONTECELO","359102000","SLV","fishing","tuna_purse_seines","SEN","DAKAR",2024-08-29 17:40:24,4,2024-09-22 16:14:29,4,23.9,"DAKAR",TRUE,76.5305555555556,"MRT",FALSE,"SRFC, ICCAT, ACAP, NAMMCO, IWC",FALSE,NA,TRUE,1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4bb1068b0-07b4-134f-87ed-a7ea92c038e9?&start=2024-09-01&end=2024-10-31"")"
"MONTECELO","359102000","SLV","fishing","tuna_purse_seines","CPV","MINDELO",2024-07-31 07:53:23,4,2024-08-25 07:47:44,4,25,"DAKAR",TRUE,730.786666666667,"ESH, MRT",FALSE,"SRFC, NAMMCO, IWC, ICCAT, ACAP",FALSE,NA,TRUE,12,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4bb1068b0-07b4-134f-87ed-a7ea92c038e9?&start=2024-09-01&end=2024-10-31"")"
"MONTECELO","359102000","SLV","fishing","tuna_purse_seines","SEN","DAKAR",2024-07-02 19:14:51,4,2024-07-03 06:24:36,4,0.5,"DAKAR",TRUE,16.1583333333333,"SEN",FALSE,"ACAP, NAMMCO, IWC, ICCAT, SRFC",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4bb1068b0-07b4-134f-87ed-a7ea92c038e9?&start=2024-09-01&end=2024-10-31"")"
"LONG CHANG NO.3","416128700","TWN","fishing","drifting_longlines","ZAF","CAPE TOWN",2023-11-08 07:35:45,4,2024-07-07 07:59:25,4,242,"DAKAR",TRUE,6918.45861111112,NA,TRUE,"ACAP, NAMMCO, IWC, ICCAT",FALSE,NA,TRUE,121,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ec4016739-9632-cad2-dc66-d8a97e980d23?&start=2024-09-01&end=2024-10-31"")"
"HAIZEA BAT","306142000","CUW","other","other","CIV","ABIDJAN",2024-08-13 18:46:16,4,2024-09-10 07:47:30,4,27.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/83524b6ef-fe68-222c-e1cf-d77531c428ab?&start=2024-09-01&end=2024-10-31"")"
"MENGXIN19","412209168","CHN","fishing","trawlers","GIN","CONAKRY",2024-07-05 15:55:30,4,2024-07-07 13:15:45,4,1.9,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/810e2f535-5471-6076-8a4c-61c2c4c5b700?&start=2024-09-01&end=2024-10-31"")"
"MAAN FARN 168","416005033","TWN","fishing","drifting_longlines","CPV","MINDELO",2024-09-06 08:01:03,4,2024-09-08 14:07:07,3,2.3,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1e0138b2c-c045-68ca-66e4-4fe38ca7219f?&start=2024-09-01&end=2024-10-31"")"
"HAIXIN29","412549434","CHN","fishing","fishing","SEN","DAKAR",2024-07-26 13:16:09,3,2024-08-27 14:18:01,4,32,"DAKAR",TRUE,5656.56111111111,"GNB, SEN",FALSE,"SRFC, ACAP, NAMMCO, IWC, ICCAT",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/48b310f78-8edd-e2a3-8b30-722b2ee97cd6?&start=2024-09-01&end=2024-10-31"")"
"HAIXIN29","412549434","CHN","fishing","fishing","SEN","DAKAR",2024-05-15 15:42:43,2,2024-07-13 02:01:22,3,58.4,"DAKAR",TRUE,30.9055555555555,"GNB, SEN",FALSE,"ICCAT, SRFC, ACAP, NAMMCO, IWC",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/48b310f78-8edd-e2a3-8b30-722b2ee97cd6?&start=2024-09-01&end=2024-10-31"")"
"MORNING CAMILLA","440104000","KOR","fishing","tuna_purse_seines","CIV","ABIDJAN",2024-08-24 18:05:45,4,2024-08-27 18:56:27,4,3,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/15f68ce5b-b7ba-5763-41ac-4b4ba7b8cacf?&start=2024-09-01&end=2024-10-31"")"
"HAI FENG 896","412300004","CHN","carrier","carrier","GNB","BISSAU",2024-09-24 15:51:28,4,2024-09-26 04:57:26,4,1.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ded7fca2c-c514-5ac0-2339-5927ee3b69a0?&start=2024-09-01&end=2024-10-31"")"
"HAI FENG 896","412300004","CHN","carrier","carrier","GNB","BISSAU",2024-07-31 19:31:30,4,2024-08-02 08:44:17,4,1.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ded7fca2c-c514-5ac0-2339-5927ee3b69a0?&start=2024-09-01&end=2024-10-31"")"
"HAI FENG 896","412300004","CHN","carrier","carrier","GNB","BISSAU",2024-08-24 12:18:29,4,2024-08-25 23:58:38,4,1.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ded7fca2c-c514-5ac0-2339-5927ee3b69a0?&start=2024-09-01&end=2024-10-31"")"
"HAI FENG 896","412300004","CHN","carrier","carrier","GNB","BISSAU",2024-09-10 17:44:10,4,2024-09-12 06:27:43,4,1.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ded7fca2c-c514-5ac0-2339-5927ee3b69a0?&start=2024-09-01&end=2024-10-31"")"
"HAI FENG 896","412300004","CHN","carrier","carrier","GNB","BISSAU",2024-07-17 06:05:28,4,2024-07-18 16:45:05,4,1.4,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ded7fca2c-c514-5ac0-2339-5927ee3b69a0?&start=2024-09-01&end=2024-10-31"")"
"HAI FENG 896","412300004","CHN","carrier","carrier","GNB","BISSAU",2024-06-30 12:40:23,4,2024-07-02 05:14:02,4,1.7,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ded7fca2c-c514-5ac0-2339-5927ee3b69a0?&start=2024-09-01&end=2024-10-31"")"
"LUQINGYUANYU56","412331134","CHN","fishing","fishing","SEN","DAKAR",2024-06-15 10:40:14,4,2024-07-15 11:34:57,4,30,"DAKAR",TRUE,899.598611111113,"GNB, SEN",FALSE,"ACAP, NAMMCO, ICCAT, SRFC, IWC",FALSE,NA,TRUE,28,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e39f4d444-4c14-f1eb-2aa6-38eb42180ae9?&start=2024-09-01&end=2024-10-31"")"
"LUQINGYUANYU56","412331134","CHN","fishing","fishing","SEN","DAKAR",2024-07-20 17:57:32,4,2024-07-31 23:27:22,3,11.2,"DAKAR",TRUE,13.7444444444444,"GNB",FALSE,"ACAP, IWC, SRFC, NAMMCO, ICCAT",FALSE,NA,TRUE,5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e39f4d444-4c14-f1eb-2aa6-38eb42180ae9?&start=2024-09-01&end=2024-10-31"")"
"MENGXIN28","412209179","CHN","fishing","inconclusive","GIN","CONAKRY",2024-07-04 15:58:20,4,2024-07-06 16:32:23,3,2,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3f8a9b005-5228-70e4-68f6-e01b28986820?&start=2024-09-01&end=2024-10-31"")"
"CHANG RONG 3","412283999","CHN","fishing","drifting_longlines","ESP","LAS PALMAS",2023-09-30 08:10:59,3,2024-07-01 18:45:31,4,275.4,"DAKAR",TRUE,8552.20333333334,NA,TRUE,"ACAP, NAMMCO, ICCAT, IWC",TRUE,1,TRUE,6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1138c29c1-1a59-0507-4004-c79f079ad160?&start=2024-09-01&end=2024-10-31"")"
"ZHEN YUAN YU 820","412420887","CHN","other","other","GIN","DAPILON",2024-07-27 13:51:54,4,2024-07-29 07:45:13,4,1.7,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ad8a95025-5f3e-81f4-dc75-4f22153a1e34?&start=2024-09-01&end=2024-10-31"")"
"FRIOMAR","225989933","ESP","fishing","trawlers","MRT","CANSADO",2023-12-04 16:46:01,4,2024-07-11 23:35:21,3,220.3,"DAKAR",TRUE,121.925,"MRT",FALSE,"SRFC, ICCAT, NAMMCO, IWC, ACAP",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/baa191958-843d-fe67-0458-4d889d60c244?&start=2024-09-01&end=2024-10-31"")"
"FRIOMAR","225989933","ESP","fishing","trawlers","MRT","CANSADO",2024-07-02 07:56:57,4,2024-07-04 05:05:35,3,1.9,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2453f488a-a030-72d5-0929-5e2a4885ed49?&start=2024-09-01&end=2024-10-31"")"
"YANGMING8005","412209197","CHN","fishing","fishing","SEN","DAKAR",2024-07-20 13:12:28,4,2024-08-13 06:01:03,2,23.7,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0069639f1-1b76-f441-db80-7bd4d6f7f9e2?&start=2024-09-01&end=2024-10-31"")"
"ALBACORA CARIBE","353171000","PAN","fishing","tuna_purse_seines","SEN","DAKAR",2024-08-19 21:44:29,4,2024-09-29 06:20:14,3,40.3,"DAKAR",TRUE,340.681111111111,"CPV, ESH, MRT",TRUE,"NAMMCO, ACAP, ICCAT, SRFC, IWC",FALSE,NA,TRUE,16,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ef9f4545a-a733-e7a5-4cb3-b9cc3cbf66c0?&start=2024-09-01&end=2024-10-31"")"
"ALBACORA CARIBE","353171000","PAN","fishing","tuna_purse_seines","SEN","DAKAR",2024-06-23 06:56:16,4,2024-07-12 06:44:58,4,19,"DAKAR",TRUE,171.556111111111,"MRT, CPV",TRUE,"ICCAT, IWC, SRFC, NAMMCO, ACAP",FALSE,NA,TRUE,5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ef9f4545a-a733-e7a5-4cb3-b9cc3cbf66c0?&start=2024-09-01&end=2024-10-31"")"
"ALBACORA CARIBE","353171000","PAN","fishing","tuna_purse_seines","SEN","DAKAR",2024-07-14 07:21:11,4,2024-08-14 06:23:34,4,31,"DAKAR",TRUE,556.398611111111,"CPV, ESH, MRT",TRUE,"NAMMCO, ACAP, SRFC, ICCAT, IWC",FALSE,NA,TRUE,21,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ef9f4545a-a733-e7a5-4cb3-b9cc3cbf66c0?&start=2024-09-01&end=2024-10-31"")"
"TIANG EI HU","412209083","CHN","fishing","fishing","SEN","DAKAR",2024-06-23 21:52:38,4,2024-07-21 01:55:08,3,27.2,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,TRUE,10,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/364511e7e-ec82-68e9-2702-2ec05725207d?&start=2024-09-01&end=2024-10-31"")"
"LU QING YUAN YU 057","412331135","CHN","fishing","fishing","SEN","DAKAR",2024-05-26 20:23:33,4,2024-07-01 21:04:39,4,36,"DAKAR",TRUE,1346.37638888889,"SEN, GNB",FALSE,"ACAP, SRFC, ICCAT, IWC, NAMMCO",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a3fdbd55a-a6f5-36d3-8bc4-ed7d833c3532?&start=2024-09-01&end=2024-10-31"")"
"YUEN HORNG NO.2","416358000","TWN","fishing","drifting_longlines","TTO","TTO-11",2024-06-23 21:14:18,4,2024-08-28 08:46:01,4,65.5,"DAKAR",TRUE,3291.32361111111,"CPV, BRB",TRUE,"NAMMCO, ACAP, SRFC, CRFM, ICCAT, IWC",FALSE,NA,TRUE,1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fbc26dee8-87b8-57be-fd3d-ca73da6e212f?&start=2024-09-01&end=2024-10-31"")"
"BERRIZ SAN FRANCISCO","224098930","ESP","fishing","fishing","SEN","DAKAR",2024-07-30 18:42:52,4,2024-08-24 15:18:09,4,24.8,"DAKAR",TRUE,5254.38055555554,"MRT, SEN",FALSE,"SRFC, NAMMCO, ICCAT, ACAP, IWC",FALSE,NA,TRUE,28,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/689e79916-69d9-8c61-ac58-c321b6bc61e3?&start=2024-09-01&end=2024-10-31"")"
"BERRIZ SAN FRANCISCO","224098930","ESP","fishing","fishing","SEN","DAKAR",2024-07-01 18:32:59,4,2024-07-22 16:50:59,4,20.9,"DAKAR",TRUE,4436.625,"MRT",FALSE,"ACAP, NAMMCO, SRFC, ICCAT, IWC",FALSE,NA,TRUE,19,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/689e79916-69d9-8c61-ac58-c321b6bc61e3?&start=2024-09-01&end=2024-10-31"")"
"BERRIZ SAN FRANCISCO","224098930","ESP","fishing","fishing","SEN","DAKAR",2024-09-19 10:03:14,4,2024-09-20 18:51:43,4,1.3,"DAKAR",TRUE,197.125,"SEN",FALSE,"ACAP, NAMMCO, ICCAT, IWC, SRFC",FALSE,NA,TRUE,1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/689e79916-69d9-8c61-ac58-c321b6bc61e3?&start=2024-09-01&end=2024-10-31"")"
"PILAR TORRE","224896000","ESP","fishing","inconclusive","SEN","DAKAR",2024-08-24 11:53:16,3,2024-09-13 08:16:40,4,19.8,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b8f7f1240-0e98-18c8-b3c7-9b5c0d818d7b?&start=2024-09-01&end=2024-10-31"")"
"PILAR TORRE","224896000","ESP","fishing","inconclusive","SEN","DAKAR",2024-08-15 17:47:45,4,2024-08-15 20:24:45,3,0.1,"DAKAR",TRUE,9.375,"SEN",FALSE,"NAMMCO, ICCAT, ACAP, SRFC, IWC",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b8f7f1240-0e98-18c8-b3c7-9b5c0d818d7b?&start=2024-09-01&end=2024-10-31"")"
"PILAR TORRE","224896000","ESP","fishing","inconclusive","SEN","DAKAR",2024-07-15 10:29:59,4,2024-07-15 18:25:22,4,0.3,"DAKAR",TRUE,80.9166666666667,"SEN",FALSE,"ICCAT, SRFC, ACAP, NAMMCO, IWC",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b8f7f1240-0e98-18c8-b3c7-9b5c0d818d7b?&start=2024-09-01&end=2024-10-31"")"
"PILAR TORRE","224896000","ESP","fishing","inconclusive","SEN","DAKAR",2024-07-14 13:13:25,4,2024-07-14 16:47:57,4,0.1,"DAKAR",TRUE,37.9916666666667,"SEN",FALSE,"NAMMCO, IWC, SRFC, ICCAT, ACAP",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b8f7f1240-0e98-18c8-b3c7-9b5c0d818d7b?&start=2024-09-01&end=2024-10-31"")"
"PILAR TORRE","224896000","ESP","fishing","inconclusive","SEN","DAKAR",2024-06-25 01:48:22,3,2024-07-09 14:59:03,4,14.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b8f7f1240-0e98-18c8-b3c7-9b5c0d818d7b?&start=2024-09-01&end=2024-10-31"")"
"PILAR TORRE","224896000","ESP","fishing","inconclusive","SEN","DAKAR",2024-09-20 17:07:25,4,2024-09-20 20:35:11,4,0.1,"DAKAR",TRUE,16.5625,"SEN",FALSE,"NAMMCO, SRFC, ACAP, IWC, ICCAT",FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b8f7f1240-0e98-18c8-b3c7-9b5c0d818d7b?&start=2024-09-01&end=2024-10-31"")"
"JIN FENG 3","413270240","CHN","fishing","drifting_longlines","SEN","DAKAR",2023-10-03 10:00:41,4,2024-07-04 22:27:46,4,275.5,"DAKAR",TRUE,9290.22638888889,NA,TRUE,"ACAP, IWC, ICCAT, NAMMCO",TRUE,3,TRUE,30,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7c550070e-e6ec-f7e7-3ff8-d17ac75ee93b?&start=2024-09-01&end=2024-10-31"")"
"FU YUAN YU7859","412440797","CHN","fishing","drifting_longlines","SEN","DAKAR",2024-06-13 09:46:54,4,2024-09-12 22:48:47,2,91.5,"DAKAR",TRUE,3218.32000000001,NA,TRUE,"NAMMCO, ICCAT, IWC, ACAP",FALSE,NA,TRUE,19,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8c2377963-35b8-2df4-48e3-5ce277f9a967?&start=2024-09-01&end=2024-10-31"")"
"JAIME R","224069140","ESP","fishing","trawlers","MAR","AGADIR",2024-09-24 06:12:11,4,2024-09-28 17:45:12,4,4.5,"DAKAR",FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c55db3f88-825c-7b5e-ea2b-90578f54ef3f?&start=2024-09-01&end=2024-10-31"")"
