"vessel_name","MMSI","Flag","AIS_Flag","imo","vessel_class_cat","vessel_class_confidence","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","dak_general","dak_fishing","num_fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","AISdisabling","num_AISdisabling","percent_ais_voyage","vv_url"
"YANGMING8007","412209199","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-03-24 20:30:50,4,2025-04-07 02:38:01,4,13.3,"DAKAR",TRUE,FALSE,320,7352.2375,"GNB, SEN",FALSE,"ACAP, NAMMCO, IWC, SRFC, ICCAT",FALSE,0,TRUE,2,FALSE,0,86.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5eea628de-e233-1308-4ee1-9fcc3ceff90c?&start=2025-03-22&end=2025-04-09"")"
"YANGMING8007","412209199","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-01 18:45:24,4,2025-06-25 06:01:09,4,23.5,"DAKAR",TRUE,FALSE,55,305.1,"SEN, GNB",FALSE,"ACAP, NAMMCO, IWC, ICCAT, SRFC",FALSE,0,TRUE,8,FALSE,0,26.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5eea628de-e233-1308-4ee1-9fcc3ceff90c?&start=2025-05-30&end=2025-06-27"")"
"YANGMING8007","412209199","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-22 00:13:55,4,2025-05-03 15:33:01,4,11.6,"DAKAR",TRUE,FALSE,165,950.631944444446,"GNB, SEN",FALSE,"IWC, ACAP, NAMMCO, SRFC, ICCAT",FALSE,0,TRUE,5,FALSE,0,47.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5eea628de-e233-1308-4ee1-9fcc3ceff90c?&start=2025-04-20&end=2025-05-05"")"
"YANGMING8007","412209199","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-04 20:30:56,4,2025-05-17 14:56:08,4,12.8,"DAKAR",FALSE,FALSE,220,4865.93472222222,"GNB, SEN",FALSE,"SRFC, ACAP, NAMMCO, ICCAT, IWC",FALSE,0,TRUE,10,FALSE,0,87,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5eea628de-e233-1308-4ee1-9fcc3ceff90c?&start=2025-05-02&end=2025-05-19"")"
"YANGMING8007","412209199","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-08 13:56:17,4,2025-04-20 22:44:40,4,12.3,"DAKAR",TRUE,FALSE,155,4883.86805555555,"SEN, GNB",FALSE,"IWC, ACAP, SRFC, ICCAT, NAMMCO",FALSE,0,TRUE,2,FALSE,0,96.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5eea628de-e233-1308-4ee1-9fcc3ceff90c?&start=2025-04-06&end=2025-04-22"")"
"YANGMING8007","412209199","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-18 16:13:54,4,2025-05-31 15:11:14,4,12.9,"DAKAR",TRUE,FALSE,285,3858.97638888889,"SEN, GNB",FALSE,"SRFC, ACAP, NAMMCO, ICCAT, IWC",FALSE,0,TRUE,12,FALSE,0,73.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5eea628de-e233-1308-4ee1-9fcc3ceff90c?&start=2025-05-16&end=2025-06-02"")"
"CHANG RONG 3","412283999","CHN","CHN","8947204","fishing","high","fishing","drifting_longlines","SEN","DAKAR",2024-10-26 10:45:15,4,2025-04-12 21:20:21,3,168.4,"DAKAR",FALSE,FALSE,468,3881.33444444444,NA,TRUE,"ACAP, ICCAT, IWC, NAMMCO",TRUE,2,TRUE,10,TRUE,2,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1138c29c1-1a59-0507-4004-c79f079ad160?&start=2024-10-24&end=2025-04-14"")"
"LUQINGYUAN021","412331027","CHN","CHN",NA,"fishing","high","fishing","drifting_longlines","SEN","DAKAR",2024-10-28 08:47:26,4,2025-06-25 12:57:17,3,240.2,"DAKAR",FALSE,FALSE,734,2361.075,NA,TRUE,"ICCAT, IWC, ACAP, NAMMCO",FALSE,0,TRUE,33,TRUE,2,52.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c8d692d98-8481-70ad-9b44-c51d7ae38f5f?&start=2024-10-26&end=2025-06-27"")"
"LUQINGYUANYU026","412331031","CHN","CHN",NA,"fishing","high","fishing","drifting_longlines","SEN","DAKAR",2024-10-26 10:43:02,4,2025-06-27 08:31:37,3,243.9,"DAKAR",FALSE,FALSE,324,741.990833333333,NA,TRUE,"ICCAT, IWC, ACAP",FALSE,0,TRUE,107,FALSE,0,42.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9a9b72c4f-f07e-a0c8-9381-3bf9e2c04cdb?&start=2024-10-24&end=2025-06-29"")"
NA,"412331032","CHN","CHN",NA,"fishing","high","fishing","drifting_longlines","SEN","DAKAR",2024-10-21 10:56:38,4,2025-06-21 17:04:37,3,243.3,"DAKAR",FALSE,FALSE,54,115.31,NA,TRUE,"ICCAT, IWC, ACAP",FALSE,0,TRUE,48,TRUE,1,3.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f37ebdc1b-be44-0740-7904-49397360e29d?&start=2024-10-19&end=2025-06-23"")"
"LUQINGYUANYU199","412371178","CHN","CHN","1062598","fishing","high","fishing","drifting_longlines","MYS","TANJUNG PELEPAS",2024-11-13 01:52:54,4,2025-06-24 12:22:56,4,223.4,"DAKAR",TRUE,FALSE,247,745.413055555555,NA,TRUE,"NAMMCO, IWC, ICCAT, ACAP",TRUE,2,TRUE,58,FALSE,0,37.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4816d2eaa-a8ef-d96e-585b-5262e7324dac?&start=2024-11-11&end=2025-06-26"")"
"LUQINGYUANYU200","412371179","CHN","CHN","1062639","fishing","high","fishing","drifting_longlines","MYS","TANJUNG PELEPAS",2024-12-31 17:28:04,4,2025-06-26 11:22:35,4,176.7,"DAKAR",TRUE,FALSE,1331,5190.95611111111,NA,TRUE,"NAMMCO, IWC, ACAP, ICCAT",TRUE,3,TRUE,17,FALSE,0,80.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/eea763e53-32e3-a86a-8772-18d25484afd3?&start=2024-12-29&end=2025-06-28"")"
"ZHENYUANYU811","412420879","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-04-16 20:10:57,3,2025-04-17 00:50:06,4,0.2,"DAKAR",TRUE,FALSE,15,9.9375,"SEN",FALSE,"ACAP, NAMMCO, ICCAT, SRFC, IWC",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9aedf016a-a789-3b0a-1f62-1e394a2f3d27?&start=2025-04-14&end=2025-04-19"")"
"ZHENYUANYU822","412420882","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-05-01 15:40:59,4,2025-05-05 23:06:13,4,4.3,"DAKAR",FALSE,FALSE,90,1176.41666666667,"SEN",FALSE,"IWC, NAMMCO, SRFC, ICCAT, ACAP",FALSE,0,TRUE,1,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cbaefac18-8b37-13df-603f-98c2d4b80405?&start=2025-04-29&end=2025-05-07"")"
"ZHENYUANYU822","412420882","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-03-12 01:12:56,4,2025-04-01 18:27:20,4,20.7,"DAKAR",FALSE,FALSE,465,5694.42083333333,"SEN",FALSE,"NAMMCO, ACAP, ICCAT, IWC, SRFC",FALSE,0,TRUE,13,FALSE,0,89.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cbaefac18-8b37-13df-603f-98c2d4b80405?&start=2025-03-10&end=2025-04-03"")"
"ZHENYUANYU822","412420882","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-04-04 03:41:43,4,2025-04-28 23:50:48,4,24.8,"DAKAR",FALSE,FALSE,540,5635.575,"SEN",FALSE,"NAMMCO, ICCAT, IWC, SRFC, ACAP",FALSE,0,TRUE,7,FALSE,0,81.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cbaefac18-8b37-13df-603f-98c2d4b80405?&start=2025-04-02&end=2025-04-30"")"
"ZHENYUANYU822","412420882","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-05-07 21:43:03,4,2025-05-16 06:56:43,3,8.4,"DAKAR",FALSE,FALSE,210,2269.85,"SEN",FALSE,"ICCAT, ACAP, SRFC, NAMMCO, IWC",FALSE,0,TRUE,3,FALSE,0,99,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cbaefac18-8b37-13df-603f-98c2d4b80405?&start=2025-05-05&end=2025-05-18"")"
"DAKA1366","412420883","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-15 19:59:36,4,2025-05-05 22:17:41,3,20.1,"DAKAR",TRUE,FALSE,225,2379.8875,"SEN",FALSE,"ACAP, ICCAT, NAMMCO, IWC, SRFC",FALSE,0,TRUE,6,FALSE,0,39.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0caeaa7c7-71e8-b911-3acb-8f01fc9eefe6?&start=2025-04-13&end=2025-05-07"")"
"DAKA1366","412420883","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-19 22:13:37,3,2025-04-13 16:16:15,4,24.8,"DAKAR",TRUE,FALSE,450,7291.1125,"SEN",FALSE,"IWC, NAMMCO, SRFC, ACAP, ICCAT",FALSE,0,TRUE,12,FALSE,0,92.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0caeaa7c7-71e8-b911-3acb-8f01fc9eefe6?&start=2025-03-17&end=2025-04-15"")"
"DAK1364","412420885","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-05-07 21:09:36,4,2025-05-16 06:41:00,3,8.4,"DAKAR",FALSE,FALSE,135,2315.85416666667,"SEN",FALSE,"ICCAT, IWC, ACAP, NAMMCO, SRFC",FALSE,0,TRUE,2,FALSE,0,99,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9599afbbc-c38f-a6e4-a82e-c82e7c00384d?&start=2025-05-05&end=2025-05-18"")"
"FUYUANYU363","412440259","CHN","CHN",NA,"fishing","med","fishing","inconclusive","GIN","CONAKRY",2025-04-02 17:03:11,4,2025-04-22 05:40:11,4,19.5,"DAKAR",TRUE,FALSE,150,1601.8,"GIN",FALSE,"ICCAT, SRFC, NAMMCO, ACAP, IWC",FALSE,0,TRUE,18,FALSE,0,87.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c21b2fe57-7f21-c0ab-efef-6c01ed1a26a8?&start=2025-03-31&end=2025-04-24"")"
"FU YUAN YU NO.7858","412440796","CHN","CHN",NA,"fishing","high","fishing","drifting_longlines","SEN","DAKAR",2025-01-26 04:01:14,4,2025-06-09 06:13:41,4,134.1,"DAKAR",TRUE,FALSE,430,1914.56583333333,"SEN",TRUE,"IWC, SRFC, ACAP, ICCAT, NAMMCO",FALSE,0,TRUE,30,TRUE,4,56.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2b3348d71-138e-ea60-d691-2e3e560e68d5?&start=2025-01-24&end=2025-06-11"")"
"FU YUAN YU7859","412440797","CHN","CHN",NA,"fishing","high","fishing","drifting_longlines","TWN","KAOHSIUNG",2024-12-07 04:51:01,4,2025-05-27 12:46:03,4,171.3,"DAKAR",FALSE,FALSE,729,8105.94555555556,"SEN",TRUE,"IWC, SRFC, ICCAT, NAMMCO, ACAP",TRUE,4,TRUE,12,TRUE,5,75,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8c2377963-35b8-2df4-48e3-5ce277f9a967?&start=2024-12-05&end=2025-05-29"")"
"FU YUAN YU 7852","412440814","CHN","CHN",NA,"fishing","high","fishing","drifting_longlines","SEN","DAKAR",2025-01-16 10:59:37,4,2025-06-09 12:10:39,4,144,"DAKAR",TRUE,FALSE,685,2758.64555555556,NA,TRUE,"IWC, ICCAT, ACAP, NAMMCO",TRUE,1,TRUE,23,FALSE,0,68.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a813b29d4-4f66-a145-ab5e-84e72e8dade4?&start=2025-01-14&end=2025-06-11"")"
"FU YUAN YU 7853","412440815","CHN","CHN","9928308","fishing","high","fishing","drifting_longlines","SEN","DAKAR",2025-01-26 11:39:23,4,2025-06-19 05:20:57,4,143.7,"DAKAR",TRUE,FALSE,569,6678.69444444445,"SEN",TRUE,"IWC, ICCAT, SRFC, ACAP, NAMMCO",TRUE,2,TRUE,9,TRUE,1,96.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c4bb871d9-954d-b6f4-14aa-375e0b9f95a6?&start=2025-01-24&end=2025-06-21"")"
"FU YUAN YU 7855","412440839","CHN","CHN",NA,"fishing","high","fishing","drifting_longlines","SEN","DAKAR",2025-02-05 11:07:19,4,2025-06-23 05:04:31,4,137.7,"DAKAR",TRUE,FALSE,768,7349.64666666667,NA,TRUE,"ACAP, NAMMCO, ICCAT, IWC",TRUE,4,TRUE,17,FALSE,0,96.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/de1f0afa2-25e2-4c62-f533-e69236076a26?&start=2025-02-03&end=2025-06-25"")"
"FU YUAN YU 7856","412440841","CHN","CHN","9940277","fishing","high","fishing","drifting_longlines","SEN","DAKAR",2025-03-28 19:37:19,4,2025-06-23 07:16:44,4,86.5,"DAKAR",TRUE,FALSE,424,4252.43555555556,NA,TRUE,"IWC, ACAP, NAMMCO, ICCAT",TRUE,2,TRUE,6,FALSE,0,99.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cb0516612-2ad9-bf4f-1a2b-f0aec3d58bbb?&start=2025-03-26&end=2025-06-25"")"
"FU YUAN YU 7857","412440842","CHN","CHN",NA,"fishing","high","fishing","drifting_longlines","SEN","DAKAR",2025-03-29 16:34:11,4,2025-06-27 07:10:47,4,89.6,"DAKAR",TRUE,FALSE,636,2321.88888888889,NA,TRUE,"IWC, ACAP, ICCAT, NAMMCO",TRUE,1,TRUE,17,FALSE,0,76.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/37d18a147-79f8-1fdc-3e0d-2baa5b6f4631?&start=2025-03-27&end=2025-06-29"")"
"MIN LONG YU61146","412444322","CHN","CHN",NA,"fishing","low","fishing","trawlers","GNB","BISSAU",2025-04-08 15:51:15,4,2025-04-10 05:20:42,4,1.5,"DAKAR",FALSE,FALSE,55,193.705555555555,"SEN, GMB",FALSE,"NAMMCO, ACAP, SRFC, ICCAT, IWC",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3d85e312f-f420-4646-1a9a-f1c99f636999?&start=2025-04-06&end=2025-04-12"")"
"MIN LONG YU61146","412444322","CHN","CHN",NA,"fishing","low","fishing","trawlers","GNB","BISSAU",2025-06-09 00:24:54,4,2025-06-10 16:06:45,4,1.6,"DAKAR",FALSE,FALSE,40,87.1805555555555,"SEN, GMB",FALSE,"ACAP, SRFC, IWC, ICCAT, NAMMCO",FALSE,0,FALSE,0,FALSE,0,73.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3d85e312f-f420-4646-1a9a-f1c99f636999?&start=2025-06-07&end=2025-06-12"")"
"MIN LONG YU61146","412444322","CHN","CHN",NA,"fishing","low","fishing","trawlers","GNB","BISSAU",2025-05-05 17:36:54,4,2025-05-07 05:50:03,4,1.5,"DAKAR",FALSE,FALSE,15,31.5333333333333,"SEN",FALSE,"ACAP, SRFC, IWC, NAMMCO, ICCAT",FALSE,0,FALSE,0,FALSE,0,94.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/3d85e312f-f420-4646-1a9a-f1c99f636999?&start=2025-05-03&end=2025-05-09"")"
"CHANG RONG 7","412519271","CHN","CHN",NA,"fishing","high","fishing","drifting_longlines","SEN","DAKAR",2024-12-20 15:49:14,4,2025-04-12 05:56:10,4,112.6,"DAKAR",TRUE,FALSE,416,1560.51111111111,NA,TRUE,"IWC, ACAP, ICCAT, NAMMCO",FALSE,0,TRUE,18,TRUE,1,67,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/69f55515f-f1f5-a137-0f67-0d96fd867654?&start=2024-12-18&end=2025-04-14"")"
"GUOJIN901","412549196","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-04-19 10:54:31,4,2025-05-11 12:26:24,4,22,"DAKAR",TRUE,FALSE,555,6768.76249999999,"SEN",FALSE,"SRFC, ICCAT, NAMMCO, IWC, ACAP",TRUE,1,TRUE,2,FALSE,0,96.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1978b237-794c-1a7d-171c-6c11f629c154?&start=2025-04-17&end=2025-05-13"")"
"GUOJIN901","412549196","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-03-30 12:16:28,4,2025-04-18 03:30:01,4,18.6,"DAKAR",TRUE,FALSE,495,5874.87083333334,"SEN",FALSE,"NAMMCO, ACAP, ICCAT, SRFC, IWC",FALSE,0,TRUE,14,FALSE,0,98.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1978b237-794c-1a7d-171c-6c11f629c154?&start=2025-03-28&end=2025-04-20"")"
"GUOJIN901","412549196","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-05-13 22:10:55,4,2025-05-16 06:05:20,4,2.3,"DAKAR",TRUE,FALSE,15,636.966666666667,"SEN",FALSE,"ICCAT, IWC, NAMMCO, SRFC, ACAP",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1978b237-794c-1a7d-171c-6c11f629c154?&start=2025-05-11&end=2025-05-18"")"
"GUOJIN901","412549196","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-06-11 17:16:56,4,2025-06-12 21:50:32,4,1.2,"DAKAR",TRUE,FALSE,45,152.05,"SEN",FALSE,"NAMMCO, ACAP, IWC, ICCAT, SRFC",FALSE,0,TRUE,1,FALSE,0,82.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1978b237-794c-1a7d-171c-6c11f629c154?&start=2025-06-09&end=2025-06-14"")"
"GUOJIN901","412549196","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-05-23 20:40:03,4,2025-06-09 13:11:38,4,16.7,"DAKAR",FALSE,FALSE,240,5532.97916666666,"SEN",FALSE,"IWC, SRFC, NAMMCO, ICCAT, ACAP",FALSE,0,TRUE,10,FALSE,0,97,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e1978b237-794c-1a7d-171c-6c11f629c154?&start=2025-05-21&end=2025-06-11"")"
"GUOJIN908","412549197","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-04-20 14:54:10,4,2025-05-09 15:54:35,4,19,"DAKAR",FALSE,FALSE,285,5893.5,"SEN",FALSE,"NAMMCO, ICCAT, SRFC, IWC, ACAP",TRUE,1,TRUE,3,FALSE,0,94.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2025-04-18&end=2025-05-11"")"
"GUOJIN908","412549197","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-04-02 22:54:33,4,2025-04-18 22:50:31,4,16,"DAKAR",TRUE,FALSE,345,5085.01250000002,"SEN",FALSE,"IWC, SRFC, ACAP, NAMMCO, ICCAT",FALSE,0,TRUE,5,FALSE,0,97.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2025-03-31&end=2025-04-20"")"
"GUOJIN908","412549197","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-05-24 06:20:50,4,2025-06-14 19:35:26,4,21.5,"DAKAR",FALSE,FALSE,435,5134.43333333334,"SEN",FALSE,"IWC, ICCAT, NAMMCO, SRFC, ACAP",FALSE,0,TRUE,10,FALSE,0,80.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2025-05-22&end=2025-06-16"")"
"GUOJIN908","412549197","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-05-11 22:59:54,4,2025-05-16 06:11:28,4,4.3,"DAKAR",TRUE,FALSE,75,1254.95416666667,"SEN",FALSE,"SRFC, ACAP, NAMMCO, ICCAT, IWC",FALSE,0,TRUE,1,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2025-05-09&end=2025-05-18"")"
"GUOJIN908","412549197","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-03-30 23:14:36,4,2025-04-02 20:52:27,4,2.9,"DAKAR",FALSE,FALSE,90,795.329166666667,"SEN",FALSE,"ACAP, ICCAT, IWC, NAMMCO, SRFC",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b1746e808-87ff-d6f5-bd85-255ca80d9d1a?&start=2025-03-28&end=2025-04-04"")"
"CHANG RONG 8","412549272","CHN","CHN",NA,"fishing","high","fishing","drifting_longlines","SEN","DAKAR",2025-01-13 13:37:41,4,2025-04-12 05:48:44,4,88.7,"DAKAR",FALSE,FALSE,274,891.135,"SEN",TRUE,"NAMMCO, ACAP, ICCAT, IWC, SRFC",FALSE,0,TRUE,26,FALSE,0,68.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2d467179f-f1de-c034-8a23-f091c3e4cadf?&start=2025-01-11&end=2025-04-14"")"
"HAIXIN29","412549434","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-04-14 21:03:34,4,2025-05-01 11:25:21,4,16.6,"DAKAR",TRUE,FALSE,190,4077.3388888889,"SEN, GNB",FALSE,"SRFC, IWC, ACAP, NAMMCO, ICCAT",FALSE,0,TRUE,3,FALSE,0,98.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5383e7875-5996-3d2e-1c30-45975f2c9902?&start=2025-04-12&end=2025-05-03"")"
"HAIXIN29","412549434","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-05-22 16:55:24,4,2025-06-19 11:31:24,4,27.8,"DAKAR",TRUE,FALSE,395,6573.37638888889,"SEN, GNB",FALSE,"IWC, SRFC, NAMMCO, ACAP, ICCAT",FALSE,0,TRUE,3,FALSE,0,96.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5383e7875-5996-3d2e-1c30-45975f2c9902?&start=2025-05-20&end=2025-06-21"")"
"HAIXIN29","412549434","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-03-26 14:20:22,4,2025-04-13 15:10:10,4,18,"DAKAR",TRUE,FALSE,295,10038.0125,"SEN, GNB",FALSE,"ACAP, NAMMCO, ICCAT, IWC, SRFC",FALSE,0,TRUE,6,FALSE,0,98.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5383e7875-5996-3d2e-1c30-45975f2c9902?&start=2025-03-24&end=2025-04-15"")"
"HAIXIN29","412549434","CHN","CHN",NA,"fishing","high","fishing","fishing","SEN","DAKAR",2025-05-02 22:28:32,4,2025-05-21 00:41:41,4,18.1,"DAKAR",TRUE,FALSE,260,6929.89305555555,"SEN, GNB",FALSE,"ICCAT, IWC, SRFC, NAMMCO, ACAP",FALSE,0,TRUE,1,FALSE,0,98.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5383e7875-5996-3d2e-1c30-45975f2c9902?&start=2025-04-30&end=2025-05-23"")"
"JINFENG2","412549565","CHN","CHN","9994981","fishing","high","fishing","drifting_longlines","SEN","DAKAR",2024-10-18 17:22:29,4,2025-06-12 09:32:07,4,236.7,"DAKAR",FALSE,FALSE,1692,11196.4811111111,NA,TRUE,"IWC, ICCAT, NAMMCO, ACAP",TRUE,5,TRUE,19,FALSE,0,98.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a9918df53-37f5-64cf-300f-d03cab381a91?&start=2024-10-16&end=2025-06-14"")"
"JINFENG4","412549566","CHN","CHN","9994993","fishing","high","fishing","drifting_longlines","SEN","DAKAR",2024-10-19 11:01:08,4,2025-06-12 08:34:25,4,235.9,"DAKAR",TRUE,FALSE,976,6721.30666666667,NA,TRUE,"NAMMCO, ACAP, ICCAT, IWC",FALSE,0,TRUE,23,FALSE,0,88,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ff58c1125-58ef-aab1-955b-8e0df264ce62?&start=2024-10-17&end=2025-06-14"")"
"JIN FENG 1","412699120","CHN","CHN",NA,"fishing","high","fishing","drifting_longlines","SEN","DAKAR",2024-10-26 10:45:19,4,2025-04-12 06:26:29,4,167.8,"DAKAR",TRUE,FALSE,796,2594.40333333333,NA,TRUE,"IWC, NAMMCO, ICCAT, ACAP",TRUE,1,TRUE,15,FALSE,0,69.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7842834c9-9d20-5e07-7f35-160b66a79b4c?&start=2024-10-24&end=2025-04-14"")"
"FENG YA NO.11","416379000","TWN","TWN",NA,"fishing","high","fishing","drifting_longlines","SEN","DAKAR",2025-02-21 12:58:09,4,2025-04-20 07:56:07,4,57.8,"DAKAR",FALSE,FALSE,136,402.717777777778,NA,TRUE,"ICCAT, ACAP, IWC, NAMMCO",FALSE,0,TRUE,11,FALSE,0,55,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d40a79e44-454b-c0e2-1075-7cf314c51f60?&start=2025-02-19&end=2025-04-22"")"
"SIDIA I","617134000","CPV","CPV","7424683","fishing","med","fishing","inconclusive","GNB","BISSAU",2025-06-21 19:09:27,4,2025-06-26 00:08:11,4,4.2,"DAKAR",TRUE,FALSE,50,367.511111111111,"GNB",FALSE,"ACAP, SRFC, IWC, ICCAT, NAMMCO",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ad004526f-f73f-1300-ece8-6ccfc1a5241a?&start=2025-06-19&end=2025-06-28"")"
"IRIS","629009068","GMB","GMB","8303288","fishing","high","fishing","trawlers","GMB","BANJUL",2025-05-11 08:05:12,4,2025-05-12 01:14:31,4,0.7,"DAKAR",FALSE,FALSE,25,34.1458333333333,"SEN, GMB",FALSE,"NAMMCO, SRFC, ACAP, ICCAT, IWC",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8b7e94ff6-6fe5-0434-4c10-8f915e9f4a36?&start=2025-05-09&end=2025-05-14"")"
"DIMITRIOS I","629009092","GMB","GMB","8675899","fishing","high","fishing","trawlers","GNB","BISSAU",2025-05-29 16:55:11,4,2025-06-27 23:37:18,3,29.3,"DAKAR",TRUE,FALSE,110,7651.48194444445,"SEN, GNB",FALSE,"SRFC, ACAP, IWC, ICCAT, NAMMCO",FALSE,0,TRUE,11,FALSE,0,96.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f581b4c7a-a4e9-81b0-dd1f-add5a6830a79?&start=2025-05-27&end=2025-06-29"")"
