"vessel_name","MMSI","Flag","AIS_Flag","imo","vessel_class_cat","vessel_class_confidence","vessel_class","vessel_type","previous_port_country","previous_port","trip_start","trip_start_confidence","trip_end","trip_end_confidence","trip_duration_days","end_port","dak_general","dak_fishing","num_fishing","fishing_hours","fishing_eez","fishing_hs","fishing_rfmos","encounter","num_encounters","loitering","num_loitering","AISdisabling","num_AISdisabling","percent_ais_voyage","vv_url"
"ZUBEROA","224587000","ESP","ESP","8906456","fishing","med","fishing","tuna_purse_seines","SEN","DAKAR",2025-05-19 07:21:36,4,2025-06-18 05:38:48,4,29.9,"DAKAR",TRUE,FALSE,40,305.176388888889,"GNB, MRT, GIN, CPV",FALSE,"IWC, ICCAT, NAMMCO, ACAP, SRFC",FALSE,0,TRUE,7,TRUE,5,16,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dcefb03af-f441-973d-84c3-df67066f5a56?&start=2025-05-17&end=2025-06-20"")"
"RELEIXO","224706000","ESP","ESP","8733378","fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-11 22:38:20,4,2025-04-05 16:05:44,4,24.7,"DAKAR",TRUE,FALSE,45,210.575,"SEN, GNB",FALSE,"ICCAT, IWC, NAMMCO, SRFC, ACAP",FALSE,0,FALSE,0,FALSE,0,17.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/558a18907-7f2e-104c-9b70-4dedcc92675b?&start=2025-03-09&end=2025-04-07"")"
"RELEIXO","224706000","ESP","ESP","8733378","fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-06 19:30:24,4,2025-06-29 05:31:14,4,22.4,"DAKAR",TRUE,FALSE,135,653.490277777778,"GNB, SEN",FALSE,"IWC, SRFC, ICCAT, ACAP, NAMMCO",FALSE,0,TRUE,5,FALSE,0,21.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/558a18907-7f2e-104c-9b70-4dedcc92675b?&start=2025-06-04&end=2025-07-01"")"
"RELEIXO","224706000","ESP","ESP","8733378","fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-09 20:21:14,4,2025-05-05 16:56:10,4,25.8,"DAKAR",TRUE,FALSE,30,37.0833333333333,"GNB, SEN",FALSE,"IWC, ACAP, ICCAT, NAMMCO, SRFC",FALSE,0,FALSE,0,FALSE,0,4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/558a18907-7f2e-104c-9b70-4dedcc92675b?&start=2025-04-07&end=2025-05-07"")"
"ALBONIGA","224745000","ESP","ESP","8613267","fishing","med","fishing","tuna_purse_seines","SEN","DAKAR",2025-05-01 19:31:22,4,2025-05-17 09:25:34,4,15.5,"DAKAR",TRUE,FALSE,10,5.25277777777778,"GNB",FALSE,"IWC, SRFC, ICCAT, NAMMCO, ACAP",FALSE,0,FALSE,0,FALSE,0,12,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/818356b57-7844-a4ae-919e-36a06ae5a84a?&start=2025-04-29&end=2025-05-19"")"
"ALBONIGA","224745000","ESP","ESP","8613267","fishing","med","fishing","tuna_purse_seines","SEN","DAKAR",2025-04-08 19:10:31,4,2025-04-29 05:19:35,4,20.4,"DAKAR",TRUE,FALSE,19,162.356111111111,"GIN",TRUE,"ACAP, NAMMCO, SRFC, IWC, ICCAT",FALSE,0,TRUE,4,TRUE,4,18.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/818356b57-7844-a4ae-919e-36a06ae5a84a?&start=2025-04-06&end=2025-05-01"")"
"ALBONIGA","224745000","ESP","ESP","8613267","fishing","med","fishing","tuna_purse_seines","SEN","DAKAR",2025-06-06 10:25:33,4,2025-06-08 17:05:59,4,2.3,"DAKAR",TRUE,FALSE,8,5.60888888888889,NA,TRUE,"IWC, ACAP, NAMMCO, ICCAT",FALSE,0,TRUE,1,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/818356b57-7844-a4ae-919e-36a06ae5a84a?&start=2025-06-04&end=2025-06-10"")"
"COSTA DE  HUELVA","224854000","ESP","ESP","9379820","fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-15 10:45:35,4,2025-04-28 05:03:01,4,43.8,"DAKAR",TRUE,FALSE,1165,11425.8888888889,"GNB, SEN",FALSE,"ACAP, ICCAT, IWC, NAMMCO, SRFC",FALSE,0,TRUE,1,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1e31d7cd6-6c64-7b64-d9fd-71ea2e122789?&start=2025-03-13&end=2025-04-30"")"
"COSTA DE  HUELVA","224854000","ESP","ESP","9379820","fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-01 11:12:04,4,2025-06-11 07:15:27,4,40.8,"DAKAR",TRUE,FALSE,285,12071.1208333333,"SEN, GNB",FALSE,"ICCAT, ACAP, NAMMCO, SRFC, IWC",FALSE,0,TRUE,2,FALSE,0,98.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/1e31d7cd6-6c64-7b64-d9fd-71ea2e122789?&start=2025-04-29&end=2025-06-13"")"
"DOCE DE JULIO","224910000","ESP","ESP","9978107","fishing","med","fishing","inconclusive","SEN","DAKAR",2025-03-10 19:35:13,4,2025-04-14 08:21:31,4,34.5,"DAKAR",TRUE,FALSE,745,7946.03055555555,"SEN, GNB",FALSE,"NAMMCO, IWC, ICCAT, ACAP, SRFC",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6409b3d06-613e-008e-4380-d7f8cd30019e?&start=2025-03-08&end=2025-04-16"")"
"DOCE DE JULIO","224910000","ESP","ESP","9978107","fishing","med","fishing","inconclusive","SEN","DAKAR",2025-06-12 18:25:06,4,2025-06-26 06:04:40,4,13.5,"DAKAR",TRUE,FALSE,90,5815.48611111111,"SEN, GNB",FALSE,"IWC, ACAP, SRFC, NAMMCO, ICCAT",FALSE,0,TRUE,2,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6409b3d06-613e-008e-4380-d7f8cd30019e?&start=2025-06-10&end=2025-06-28"")"
"DOCE DE JULIO","224910000","ESP","ESP","9978107","fishing","med","fishing","inconclusive","SEN","DAKAR",2025-04-17 11:36:18,4,2025-06-10 05:52:57,4,53.8,"DAKAR",TRUE,FALSE,670,13932.9263888889,"SEN, GNB",FALSE,"NAMMCO, ACAP, ICCAT, SRFC, IWC",FALSE,0,TRUE,2,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6409b3d06-613e-008e-4380-d7f8cd30019e?&start=2025-04-15&end=2025-06-12"")"
"CIUDAD DE HUELVA","225987981","ESP","ESP","8740955","fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-19 17:37:02,4,2025-05-13 07:47:05,4,54.6,"DAKAR",TRUE,FALSE,855,13615.5458333333,"SEN, GNB",FALSE,"ICCAT, NAMMCO, SRFC, ACAP, IWC",FALSE,0,FALSE,0,FALSE,0,99.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/45fc67c5f-ffbb-8088-09a3-4baf211463bb?&start=2025-03-17&end=2025-05-15"")"
"JOMAFRAN SEGUNDO","225995265","ESP","ESP",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-04-02 16:51:11,4,2025-05-13 07:33:18,4,40.6,"DAKAR",TRUE,FALSE,340,9262.92222222221,"SEN, GNB",FALSE,"ICCAT, SRFC, NAMMCO, ACAP, IWC",FALSE,0,FALSE,0,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cbd74e07f-fa3d-b182-eee3-802733bc5d5e?&start=2025-03-31&end=2025-05-15"")"
"JOMAFRAN SEGUNDO","225995265","ESP","ESP",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-16 01:15:01,4,2025-06-30 12:06:33,4,45.4,"DAKAR",TRUE,FALSE,610,9457.89166666666,"GNB",FALSE,"NAMMCO, IWC, ICCAT, ACAP, SRFC",FALSE,0,TRUE,3,FALSE,0,97.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cbd74e07f-fa3d-b182-eee3-802733bc5d5e?&start=2025-05-14&end=2025-07-02"")"
"ATLANTNIRO","273244100","RUS","RUS","8607050","fishing","med","fishing","inconclusive","SLE","FREETOWN",2025-06-05 13:30:23,4,2025-06-13 12:45:02,4,8,"DAKAR",FALSE,FALSE,50,1434.68611111111,"GIN, GNB, SEN",FALSE,"ICCAT, IWC, ACAP, SRFC, NAMMCO",FALSE,0,TRUE,3,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7d39c98d6-6167-23ee-d8f9-a945c5d79999?&start=2025-06-03&end=2025-06-15"")"
"PLAYA DE LAGA","312360000","BLZ","BLZ","9719800","fishing","med","fishing","inconclusive","CIV","ABIDJAN",2025-03-01 20:18:23,4,2025-04-18 11:53:15,4,47.6,"DAKAR",FALSE,FALSE,15,79.8513888888889,"SLE, GIN",FALSE,"ICCAT, ACAP, IWC, NAMMCO, SRFC",FALSE,0,TRUE,5,TRUE,2,16.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cc6b54a24-4542-6ce9-1e91-d4f17daeeda5?&start=2025-02-27&end=2025-04-20"")"
"ALBACORA CARIBE","353171000","PAN","PAN","8716825","fishing","high","fishing","tuna_purse_seines","CIV","ABIDJAN",2025-03-21 21:04:23,4,2025-04-29 06:05:54,4,38.4,"DAKAR",TRUE,FALSE,105,846.184166666666,"GNB, GIN",TRUE,"NAMMCO, ACAP, IWC, SRFC, ICCAT",FALSE,0,TRUE,13,TRUE,14,40.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ef9f4545a-a733-e7a5-4cb3-b9cc3cbf66c0?&start=2025-03-19&end=2025-05-01"")"
"CHANG YUAN YU 1","412200983","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-04-20 21:29:01,4,2025-05-02 14:58:08,4,11.7,"DAKAR",TRUE,FALSE,180,1030.79444444444,"GNB",FALSE,"ACAP, ICCAT, NAMMCO, SRFC, IWC",FALSE,0,TRUE,10,FALSE,0,69.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5d38c1978-82a8-dcd2-0ace-8aaaf50e45aa?&start=2025-04-18&end=2025-05-04"")"
"CHANG YUAN YU 1","412200983","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-03-16 19:25:29,4,2025-04-01 14:44:23,4,15.8,"DAKAR",TRUE,FALSE,695,4192.01666666668,"GNB, SEN",FALSE,"NAMMCO, SRFC, ACAP, ICCAT, IWC",FALSE,0,TRUE,13,FALSE,0,100,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5d38c1978-82a8-dcd2-0ace-8aaaf50e45aa?&start=2025-03-14&end=2025-04-03"")"
"CHANG YUAN YU 1","412200983","CHN","CHN",NA,"fishing","med","fishing","trawlers","SEN","DAKAR",2025-04-02 22:39:08,4,2025-04-14 01:46:25,4,11.1,"DAKAR",TRUE,FALSE,445,5076.46527777776,"SEN, GNB",FALSE,"IWC, SRFC, NAMMCO, ACAP, ICCAT",FALSE,0,TRUE,7,FALSE,0,89.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5d38c1978-82a8-dcd2-0ace-8aaaf50e45aa?&start=2025-03-31&end=2025-04-16"")"
"YIFENG7","412200996","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-25 02:36:42,4,2025-05-31 17:19:10,4,6.6,"DAKAR",FALSE,FALSE,20,123.25,"GNB",FALSE,"ICCAT, NAMMCO, SRFC, ACAP, IWC",FALSE,0,TRUE,1,FALSE,0,20,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e0d511224-49a9-8047-a2ed-4fc1d0aaf626?&start=2025-05-23&end=2025-06-02"")"
"YIFENG7","412200996","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-13 23:16:14,4,2025-04-29 20:36:14,4,15.9,"DAKAR",TRUE,FALSE,50,234.672222222222,"GNB",FALSE,"IWC, ICCAT, ACAP, SRFC, NAMMCO",FALSE,0,TRUE,7,FALSE,0,18.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e0d511224-49a9-8047-a2ed-4fc1d0aaf626?&start=2025-04-11&end=2025-05-01"")"
"YIFENG7","412200996","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-09 19:45:26,4,2025-05-23 14:08:43,4,13.8,"DAKAR",FALSE,FALSE,110,495.502777777778,"GNB",FALSE,"NAMMCO, ACAP, IWC, ICCAT, SRFC",FALSE,0,TRUE,10,FALSE,0,34.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e0d511224-49a9-8047-a2ed-4fc1d0aaf626?&start=2025-05-07&end=2025-05-25"")"
"YIFENG7","412200996","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-28 12:49:13,4,2025-04-12 16:21:41,4,15.1,"DAKAR",TRUE,FALSE,130,452.831944444445,"SEN, GNB",FALSE,"NAMMCO, ACAP, IWC, ICCAT, SRFC",FALSE,0,TRUE,13,FALSE,0,22.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e0d511224-49a9-8047-a2ed-4fc1d0aaf626?&start=2025-03-26&end=2025-04-14"")"
"YIFENG7","412200996","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-01 11:49:39,4,2025-06-17 17:20:55,4,16.2,"DAKAR",TRUE,FALSE,30,44.2805555555556,"GNB",FALSE,"NAMMCO, ACAP, SRFC, IWC, ICCAT",FALSE,0,TRUE,12,FALSE,0,13.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e0d511224-49a9-8047-a2ed-4fc1d0aaf626?&start=2025-05-30&end=2025-06-19"")"
"YIFENG7","412200996","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-01 05:48:53,4,2025-05-07 16:40:49,4,6.4,"DAKAR",FALSE,FALSE,25,70.3569444444445,"GNB, SEN",FALSE,"NAMMCO, ACAP, SRFC, IWC, ICCAT",FALSE,0,TRUE,5,FALSE,0,21.8,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e0d511224-49a9-8047-a2ed-4fc1d0aaf626?&start=2025-04-29&end=2025-05-09"")"
"YI FENG 8","412200997","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-23 21:49:20,4,2025-06-14 14:39:30,4,21.7,"DAKAR",TRUE,FALSE,320,1705.89722222222,"GNB",FALSE,"ICCAT, IWC, ACAP, NAMMCO, SRFC",FALSE,0,TRUE,14,FALSE,0,63,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f5bd98f66-6d86-ae44-98a1-a86dbba4f507?&start=2025-05-21&end=2025-06-16"")"
"YI FENG 8","412200997","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-23 21:09:05,4,2025-04-09 06:03:23,4,16.3,"DAKAR",TRUE,FALSE,280,1934.69583333334,"SEN, GNB",FALSE,"SRFC, NAMMCO, ICCAT, ACAP, IWC",FALSE,0,TRUE,14,FALSE,0,58.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f5bd98f66-6d86-ae44-98a1-a86dbba4f507?&start=2025-03-21&end=2025-04-11"")"
"YI FENG 8","412200997","CHN","CHN",NA,"fishing","high","fishing","trawlers","GNB","BISSAU",2025-04-26 23:28:31,4,2025-05-02 14:00:01,4,5.6,"DAKAR",TRUE,FALSE,40,156.325,"GNB",FALSE,"NAMMCO, IWC, SRFC, ACAP, ICCAT",FALSE,0,TRUE,5,FALSE,0,57.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f5bd98f66-6d86-ae44-98a1-a86dbba4f507?&start=2025-04-24&end=2025-05-04"")"
"YI FENG 8","412200997","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-03 19:32:59,4,2025-05-22 01:52:56,4,18.3,"DAKAR",TRUE,FALSE,350,2631.70138888889,"SEN, GNB",FALSE,"NAMMCO, ICCAT, IWC, SRFC, ACAP",FALSE,0,TRUE,8,FALSE,0,77.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f5bd98f66-6d86-ae44-98a1-a86dbba4f507?&start=2025-05-01&end=2025-05-24"")"
"YIFENG10","412200999","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-10 00:51:52,4,2025-04-24 12:53:00,4,14.5,"DAKAR",FALSE,FALSE,155,1505.22222222222,"GNB, SEN",FALSE,"ICCAT, ACAP, SRFC, NAMMCO, IWC",FALSE,0,TRUE,16,FALSE,0,48.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5de9be58-8b54-b6da-c3b6-408c3c806ce8?&start=2025-04-08&end=2025-04-26"")"
"YIFENG10","412200999","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-25 19:55:50,4,2025-05-10 16:54:50,4,14.8,"DAKAR",TRUE,FALSE,85,453.105555555555,"GNB, SEN",FALSE,"SRFC, NAMMCO, ACAP, IWC, ICCAT",FALSE,0,TRUE,13,FALSE,0,24,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5de9be58-8b54-b6da-c3b6-408c3c806ce8?&start=2025-04-23&end=2025-05-12"")"
"YIFENG10","412200999","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-12 02:47:25,4,2025-05-28 21:54:48,4,16.8,"DAKAR",TRUE,FALSE,175,958.181944444444,"GNB, SEN",FALSE,"NAMMCO, ACAP, IWC, ICCAT, SRFC",FALSE,0,TRUE,10,FALSE,0,40.6,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5de9be58-8b54-b6da-c3b6-408c3c806ce8?&start=2025-05-10&end=2025-05-30"")"
"YIFENG10","412200999","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-23 21:48:23,4,2025-04-08 14:40:35,4,15.7,"DAKAR",TRUE,FALSE,155,666.966666666667,"SEN, GNB",FALSE,"IWC, ICCAT, NAMMCO, ACAP, SRFC",FALSE,0,TRUE,11,FALSE,0,35,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5de9be58-8b54-b6da-c3b6-408c3c806ce8?&start=2025-03-21&end=2025-04-10"")"
"HAIXIN24","412201867","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-06 17:22:17,4,2025-04-21 17:24:08,4,15,"DAKAR",TRUE,FALSE,90,517.862499999999,"SEN, GNB",FALSE,"ACAP, ICCAT, SRFC, NAMMCO, IWC",FALSE,0,TRUE,5,FALSE,0,15.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/649fbfa0c-c22b-397c-19b9-34de539b3def?&start=2025-04-04&end=2025-04-23"")"
"HAIXIN24","412201867","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-20 00:06:34,4,2025-04-05 18:42:53,4,16.8,"DAKAR",TRUE,FALSE,95,570.304166666667,"SEN, GNB",FALSE,"ACAP, ICCAT, IWC, SRFC, NAMMCO",FALSE,0,TRUE,8,FALSE,0,13,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/649fbfa0c-c22b-397c-19b9-34de539b3def?&start=2025-03-18&end=2025-04-07"")"
"HAIXIN26","412201869","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-21 17:34:02,4,2025-06-03 14:32:59,4,12.8,"DAKAR",TRUE,FALSE,280,1468.88888888889,"SEN, GNB",FALSE,"SRFC, ACAP, ICCAT, NAMMCO, IWC",FALSE,0,TRUE,16,FALSE,0,67.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b27dc5673-317a-b2d9-a4a9-e1a3e406ce32?&start=2025-05-19&end=2025-06-05"")"
"HAIXIN26","412201869","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-20 19:56:33,4,2025-05-05 14:26:35,4,14.8,"DAKAR",TRUE,FALSE,225,2425.03333333333,"SEN, GNB",FALSE,"IWC, SRFC, ICCAT, ACAP, NAMMCO",FALSE,0,TRUE,8,FALSE,0,87.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b27dc5673-317a-b2d9-a4a9-e1a3e406ce32?&start=2025-04-18&end=2025-05-07"")"
"HAIXIN26","412201869","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-06 20:29:44,4,2025-05-20 06:32:26,4,13.4,"DAKAR",TRUE,FALSE,370,4899.66111111111,"SEN, GNB",FALSE,"SRFC, ACAP, ICCAT, IWC, NAMMCO",FALSE,0,TRUE,8,FALSE,0,97.2,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b27dc5673-317a-b2d9-a4a9-e1a3e406ce32?&start=2025-05-04&end=2025-05-22"")"
"HAIXIN26","412201869","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-04 19:14:47,4,2025-06-25 22:35:18,4,21.1,"DAKAR",TRUE,FALSE,225,592.543055555556,"SEN, GNB",FALSE,"IWC, SRFC, ACAP, ICCAT, NAMMCO",FALSE,0,TRUE,13,FALSE,0,42.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b27dc5673-317a-b2d9-a4a9-e1a3e406ce32?&start=2025-06-02&end=2025-06-27"")"
"HAIXIN27","412201871","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-16 20:18:37,4,2025-04-30 06:08:09,4,13.4,"DAKAR",TRUE,FALSE,110,441.097222222222,"GNB",FALSE,"IWC, ICCAT, SRFC, NAMMCO, ACAP",FALSE,0,TRUE,10,FALSE,0,35.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b7d69a539-9155-ba85-3408-9a93597a3784?&start=2025-04-14&end=2025-05-02"")"
"HAIXIN27","412201871","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-03-16 16:56:55,4,2025-04-02 04:58:26,4,16.5,"DAKAR",TRUE,FALSE,190,891.745833333333,"SEN, GNB",FALSE,"SRFC, ICCAT, IWC, ACAP, NAMMCO",FALSE,0,TRUE,8,FALSE,0,31,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b7d69a539-9155-ba85-3408-9a93597a3784?&start=2025-03-14&end=2025-04-04"")"
"HAIXIN27","412201871","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-16 17:05:25,4,2025-06-01 13:59:20,4,15.8,"DAKAR",TRUE,FALSE,165,1562.05,"SEN, GNB",FALSE,"ACAP, SRFC, ICCAT, NAMMCO, IWC",FALSE,0,TRUE,9,FALSE,0,38.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b7d69a539-9155-ba85-3408-9a93597a3784?&start=2025-05-14&end=2025-06-03"")"
"HAIXIN27","412201871","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-01 12:25:09,4,2025-05-15 10:05:25,4,13.9,"DAKAR",TRUE,FALSE,80,294.479166666667,"GNB, SEN",FALSE,"IWC, ACAP, ICCAT, NAMMCO, SRFC",FALSE,0,TRUE,11,FALSE,0,23.3,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b7d69a539-9155-ba85-3408-9a93597a3784?&start=2025-04-29&end=2025-05-17"")"
"HAIXIN27","412201871","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-04-03 15:50:05,4,2025-04-15 15:08:10,4,12,"DAKAR",TRUE,FALSE,195,931.505555555553,"SEN, GNB",FALSE,"NAMMCO, IWC, SRFC, ACAP, ICCAT",FALSE,0,TRUE,9,FALSE,0,36.7,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b7d69a539-9155-ba85-3408-9a93597a3784?&start=2025-04-01&end=2025-04-17"")"
"HAIXIN27","412201871","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-06-03 22:05:59,4,2025-06-27 15:20:50,4,23.7,"DAKAR",TRUE,FALSE,10,29.3388888888889,"GNB",FALSE,"SRFC, NAMMCO, ICCAT, IWC, ACAP",FALSE,0,TRUE,5,FALSE,0,3.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/b7d69a539-9155-ba85-3408-9a93597a3784?&start=2025-06-01&end=2025-06-29"")"
"HAIXIN28","412201872","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-04-09 17:45:14,4,2025-04-22 15:59:33,4,12.9,"DAKAR",TRUE,FALSE,230,3618.78333333332,"SEN, GNB",FALSE,"ICCAT, SRFC, NAMMCO, ACAP, IWC",FALSE,0,TRUE,4,FALSE,0,93.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/091267662-2761-8637-0d75-4cd332968347?&start=2025-04-07&end=2025-04-24"")"
"HAIXIN28","412201872","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-04-23 18:00:16,4,2025-05-06 08:56:08,4,12.6,"DAKAR",TRUE,FALSE,165,1650.28055555556,"SEN, GNB",FALSE,"IWC, ACAP, NAMMCO, ICCAT, SRFC",FALSE,0,TRUE,11,FALSE,0,79.5,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/091267662-2761-8637-0d75-4cd332968347?&start=2025-04-21&end=2025-05-08"")"
"HAIXIN28","412201872","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-03-20 18:09:12,4,2025-04-08 15:40:35,4,18.9,"DAKAR",TRUE,FALSE,695,6585.64027777778,"GNB, SEN",FALSE,"IWC, ACAP, NAMMCO, SRFC, ICCAT",FALSE,0,TRUE,10,FALSE,0,89.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/091267662-2761-8637-0d75-4cd332968347?&start=2025-03-18&end=2025-04-10"")"
"HAIXIN28","412201872","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-05-07 23:11:13,4,2025-05-20 17:56:59,4,12.8,"DAKAR",TRUE,FALSE,230,4383.21944444444,"SEN, GNB",FALSE,"SRFC, IWC, ICCAT, ACAP, NAMMCO",FALSE,0,TRUE,4,FALSE,0,96.4,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/091267662-2761-8637-0d75-4cd332968347?&start=2025-05-05&end=2025-05-22"")"
"HAIXIN28","412201872","CHN","CHN",NA,"fishing","med","fishing","inconclusive","SEN","DAKAR",2025-05-21 19:27:33,4,2025-06-04 16:40:13,4,13.9,"DAKAR",TRUE,FALSE,215,806.672222222222,"SEN, GNB",FALSE,"ACAP, NAMMCO, ICCAT, SRFC, IWC",FALSE,0,TRUE,11,FALSE,0,55.1,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/091267662-2761-8637-0d75-4cd332968347?&start=2025-05-19&end=2025-06-06"")"
"YINGMING8031","412209008","CHN","CHN",NA,"fishing","high","fishing","trawlers","SEN","DAKAR",2025-05-10 05:33:23,4,2025-05-27 17:28:10,4,17.5,"DAKAR",TRUE,FALSE,160,6896.92777777777,"SEN, GNB",FALSE,"NAMMCO, IWC, ICCAT, ACAP, SRFC",FALSE,0,TRUE,7,FALSE,0,91.9,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c5824d985-509c-6d36-cfd9-d45e58e5515b?&start=2025-05-08&end=2025-05-29"")"
